gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000643,9,1764425823754452200,0.050944,0.051456,0.470016,8.937984,25.28256,46.135296,240.274176,262.103552
0000000644,9,1764425824254657000,0.026624,0.027136,1.548288,5.893632,17.160704,37.70368,226.01088,247.407872
0000000343,6,1764425824290604000,0.035584,0.036352,0.395264,5.182464,18.21056,39.083776,229.307392,252.15488
0000000143,4,1764425824379063300,0.034816,0.035328,0.406016,4.934144,17.275136,38.166528,233.078016,254.699264
0000000243,5,1764425824587503900,0.069632,0.070656,0.51968,5.11616,18.215424,38.97472,228.069888,250.575616
0000000043,3,1764425824706147800,0.038144,0.038912,0.689152,5.155072,19.473408,40.38912,229.46944,252.088576
0000000543,8,1764425824711122700,0.035328,0.036096,0.697856,5.170432,18.76224,39.7248,228.162816,250.365184
0000000443,7,1764425824719381000,0.043008,0.04352,0.608,5.062144,17.176064,37.964544,227.679744,249.155328
0000000645,9,1764425824754818000,0.05248,0.054272,0.27264,4.086016,16.74368,37.440512,224.587008,245.784832
0000000344,6,1764425824790911700,0.021248,0.02176,0.327168,4.678144,16.256256,36.93184,225.02528,246.263296
0000000144,4,1764425824879167500,0.020992,0.021504,0.99584,5.08928,17.154816,37.816832,229.984512,251.17056
0000000244,5,1764425825087835100,0.030208,0.03072,0.376576,4.697344,18.487552,39.22048,231.387904,252.457984
0000000044,3,1764425825206322200,0.04224,0.043008,0.339456,5.587712,19.907584,40.569856,229.576192,250.692352
0000000544,8,1764425825211185200,0.02816,0.028416,0.427008,4.294144,18.415104,39.08352,228.299776,249.434624
0000000444,7,1764425825219494100,0.446208,0.451328,1.73184,5.939712,19.005952,39.573504,227.721728,248.864256
0000000646,9,1764425825254883000,0.039936,0.041472,0.461824,4.947456,17.115392,37.628928,228.766464,249.882112
0000000345,6,1764425825290914800,0.064256,0.066304,0.285184,3.923968,18.539008,39.47136,224.708608,245.732096
0000000145,4,1764425825379261700,0.033024,0.034048,0.286208,4.240896,16.424192,37.011456,229.327872,250.40256
0000000245,5,1764425825588030200,0.018432,0.018688,0.231936,4.710912,17.758464,38.41664,228.411136,249.971712
0000000045,3,1764425825706543600,0.045568,0.046592,0.451584,4.99072,20.568576,41.062144,236.084992,257.679104
0000000545,8,1764425825711291600,0.037632,0.037888,0.344576,6.461952,20.490752,40.99584,232.46976,253.129216
0000000445,7,1764425825719608600,0.030976,0.031744,0.260352,4.879104,17.017088,37.484288,229.608192,251.24224
0000000647,9,1764425825755161900,0.045824,0.046848,0.352512,4.089344,15.4368,36.00384,226.5344,247.898624
0000000346,6,1764425825791066600,0.03456,0.035328,0.434688,4.607488,17.01504,37.636864,228.572416,249.734656
0000000146,4,1764425825879435800,0.029952,0.030208,0.268288,4.367104,17.032448,37.524992,230.307584,251.778048
0000000246,5,1764425826088166000,0.036608,0.03712,0.333312,4.639488,17.533952,38.143744,227.929088,248.89728
0000000046,3,1764425826206548700,0.037632,0.037888,0.362496,4.794112,19.465984,39.938048,229.61536,250.938624
0000000546,8,1764425826211449300,0.02304,0.023552,0.244224,4.481536,22.304768,42.817536,232.228352,253.138432
0000000446,7,1764425826219816000,0.041728,0.042496,0.36864,4.756224,18.491904,39.004416,229.685248,250.697472
0000000648,9,1764425826255229700,0.024832,0.033792,0.354304,4.187136,15.929856,36.444928,228.493312,249.6448
0000000347,6,1764425826291157500,0.051968,0.053248,0.304384,4.254976,15.346688,36.186624,224.6592,245.92896
0000000147,4,1764425826379505700,0.026112,0.026624,0.298496,5.011968,17.940992,38.596608,231.77216,253.012992
0000000247,5,1764425826588348700,0.036352,0.036608,0.376064,4.868352,21.77024,42.386944,231.021056,252.094208
0000000047,3,1764425826706759700,0.043776,0.044032,0.409088,4.842496,19.863808,40.431872,234.918912,256.078592
0000000547,8,1764425826711495700,0.033024,0.033536,0.40448,4.512512,18.323712,38.8992,231.366144,252.116992
0000000447,7,1764425826719956500,0.073472,0.075776,0.335872,4.225024,16.155648,36.851712,228.187904,249.247232
0000000649,9,1764425826755345200,0.031488,0.032,0.210176,3.974656,17.86496,38.570496,231.914752,253.214464
0000000348,6,1764425826791320600,0.020992,0.021248,0.270592,3.887616,15.034624,35.501568,224.810496,246.10176
0000000148,4,1764425826879632100,0.02176,0.022272,0.273408,4.06272,16.185344,36.712192,228.636928,249.855232
0000000248,5,1764425827088693200,0.060416,0.06144,0.393728,4.682752,16.468736,37.083648,226.916352,248.0384
0000000048,3,1764425827206948400,0.029184,0.029696,0.316416,4.514816,17.017856,37.50528,232.071168,253.095936
0000000548,8,1764425827211603500,0.022272,0.022784,0.226304,4.055552,16.203776,36.697088,224.43136,245.573376
0000000448,7,1764425827220112000,0.026624,0.027136,0.317952,4.705792,16.209664,37.368064,231.039232,252.221952
0000000650,9,1764425827255503000,0.025088,0.025344,0.258304,3.86048,15.262208,36.004096,223.29856,244.584448
0000000349,6,1764425827291421200,0.015104,0.01536,0.308736,3.845376,14.525952,35.71712,223.588864,244.658944
0000000149,4,1764425827379743700,0.038912,0.045312,0.295424,5.549568,25.06496,45.836032,235.8592,257.219072
0000000249,5,1764425827588909300,0.027904,0.028416,0.346368,4.42752,16.358912,37.070336,226.320128,247.445248
0000000049,3,1764425827707057400,0.030976,0.031744,0.270848,4.171776,16.903936,37.499648,232.868608,253.864704
0000000549,8,1764425827711713000,0.060416,0.072192,0.363264,3.970816,16.068608,36.532224,224.420352,245.835776
0000000449,7,1764425827720156200,0.027136,0.027904,0.280064,4.630528,15.745536,36.280576,227.895296,248.935424
0000000651,9,1764425827755629600,0.020992,0.021248,0.24064,3.686144,15.521792,36.011264,224.110848,245.381376
0000000350,6,1764425827791485000,0.02176,0.022016,0.34304,4.10624,15.017216,36.17408,223.963648,244.976384
0000000150,4,1764425827879967500,0.045312,0.045568,0.253184,4.088576,15.564032,36.134912,232.246272,253.604608
0000000250,5,1764425828089107000,0.054784,0.056832,0.387584,5.443328,23.006976,43.960576,237.32608,258.75072
0000000050,3,1764425828207213800,0.028928,0.02944,0.40192,6.079232,27.379456,48.133376,245.983488,267.734784
0000000550,8,1764425828211920100,0.035072,0.036096,0.524544,5.281024,25.667328,46.394112,243.366912,264.850688
0000000450,7,1764425828220269600,0.037632,0.038144,0.417024,6.825728,22.794752,44.56192,240.720896,261.183232
0000000652,9,1764425828255818800,0.032,0.032768,0.35968,5.986816,20.805632,41.500928,234.564352,256.00128
0000000351,6,1764425828291672600,0.0576,0.058624,0.448512,4.770048,19.108352,39.823104,231.266304,253.167104
0000000151,4,1764425828380126500,0.038144,0.038656,0.399872,6.075392,21.75104,42.798336,234.475264,255.719168
0000000251,5,1764425828589310200,0.043264,0.044032,0.379904,5.665024,20.663552,41.435648,230.082048,251.192832
0000000051,3,1764425828707300900,0.030976,0.031232,0.304896,4.546304,18.8864,39.42528,228.502016,249.743104
0000000551,8,1764425828712044300,0.029184,0.029696,0.35456,4.194816,17.499136,37.911808,227.165184,248.355072
0000000451,7,1764425828720357400,0.059136,0.082176,0.302336,5.50144,17.183232,38.117888,226.944512,248.173056
0000000653,9,1764425828755987700,0.024576,0.025088,0.246784,4.39296,15.31776,35.939584,227.58144,248.799232
0000000352,6,1764425828791732000,0.023808,0.02432,0.408064,4.356096,16.070656,36.711936,227.496448,248.67712
