gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000243,5,1764484877223087900,1.04576,1.04448,2.686976,39.74016,154.425344,176.660992,421.653504,5445.472768
0000000043,3,1764484877223089000,1.157376,1.155584,2.69056,39.447552,154.93888,175.904256,421.418752,5444.04096
0000000143,4,1764484877223101400,1.144064,1.14304,2.673408,39.69664,151.127552,172.54656,421.98016,5447.471872
0000000244,5,1764484877723172400,0.031488,0.030976,0.323584,148.865536,201.885184,222.585856,452.413696,483.3408
0000000044,3,1764484877723196700,0.030208,0.029696,3.371008,149.44384,201.523456,222.33472,449.355008,483.631872
0000000144,4,1764484877723278600,0.028928,0.02816,0.788736,148.79488,200.084224,220.824832,454.54976,481.047808
0000000245,5,1764484878223283000,0.027904,0.027648,0.33664,173.653248,232.921856,253.683456,474.769152,500.34304
0000000045,3,1764484878223383300,0.030976,0.030208,0.318208,173.507328,231.455744,252.219904,481.842688,503.940352
0000000145,4,1764484878223739000,0.032256,0.031744,0.28416,173.9328,229.630208,250.23872,482.4384,504.340992
0000000246,5,1764484878723377200,0.0192,0.018944,0.27136,206.405376,250.216448,270.645248,503.687936,526.863616
0000000046,3,1764484878723441400,0.01664,0.016128,0.36864,205.410816,248.70272,269.595392,503.41248,525.275392
0000000146,4,1764484878723801000,0.103424,0.101632,0.439808,205.413376,248.777984,269.637376,503.744,526.74304
0000000247,5,1764484879223477800,0.034048,0.033792,0.430336,27.234816,272.631296,293.129472,520.338176,542.214144
0000000047,3,1764484879223618300,0.046848,0.046336,0.29824,24.525312,272.151296,292.939264,521.474304,543.501056
0000000147,4,1764484879224107300,0.019968,0.019456,0.844288,23.667456,271.999744,292.601088,522.372352,544.602368
0000000048,3,1764484879723824600,0.03584,0.035072,0.483328,36.532992,285.726464,306.465024,534.127616,556.927488
0000000248,5,1764484879724033800,0.029952,0.02944,1.827584,39.09504,285.805056,306.912512,536.73728,559.951616
0000000148,4,1764484879724266500,0.02432,0.023552,0.328192,37.246208,286.180352,306.9696,536.84224,560.16256
0000000249,5,1764484880223752200,0.043776,0.042752,0.559104,58.249728,304.791296,325.301248,560.341248,583.590144
0000000049,3,1764484880223881700,0.023552,0.022784,0.947712,58.693376,302.651136,323.1744,557.853184,581.979392
0000000149,4,1764484880224589000,0.185088,0.023808,0.927744,57.372416,304.702464,325.252608,559.121408,581.361408
0000000250,5,1764484880723902500,0.02816,0.027648,0.353536,75.735808,129.08032,149.618432,391.204608,412.783872
0000000050,3,1764484880724102100,0.03072,0.029952,0.344576,75.469824,129.6192,150.162944,385.871104,407.634176
0000000150,4,1764484880724715000,0.030976,0.030464,0.34432,76.308224,127.437312,148.005376,390.518016,412.60928
0000000251,5,1764484881223926500,0.027392,0.02688,0.548608,113.944832,163.143424,183.867136,416.0576,438.794752
0000000051,3,1764484881224158200,0.062464,0.06144,0.329728,113.756416,161.780992,182.504704,416.620032,438.738944
0000000151,4,1764484881224819500,0.029696,0.029184,0.313344,112.856832,161.372416,182.140416,413.409792,435.721984
0000000252,5,1764484881723997000,0.031488,0.030976,0.28416,140.723712,187.076096,207.785216,432.33536,453.988352
0000000052,3,1764484881724294400,0.030464,0.029952,1.320448,139.06304,181.573888,202.822912,424.368128,446.5408
0000000152,4,1764484881724965400,0.032,0.031232,0.470528,139.882752,181.56672,202.064384,423.92576,445.97376
0000000253,5,1764484882224011800,0.0384,0.037632,0.359936,156.776448,204.670464,225.40544,454.60224,476.787712
0000000053,3,1764484882224537900,0.021504,0.020992,0.309248,146.277888,198.019328,218.580736,444.157952,5467.849984
0000000153,4,1764484882225112000,0.03072,0.030208,0.297216,147.505408,197.338112,217.913088,451.951104,5474.385152
0000000254,5,1764484882724051700,0.037632,0.036864,0.464384,176.249344,222.423552,242.988544,466.6752,5488.54272
0000000054,3,1764484882724690700,0.023552,0.022784,0.288,173.377536,221.26208,242.011648,480.579072,502.630144
0000000154,4,1764484882725204000,0.020992,0.02048,0.385792,174.016256,220.571136,241.90592,466.35648,488.946944
0000000255,5,1764484883224116700,0.026624,0.026112,0.288,190.757632,242.622976,263.651072,484.27648,506.787328
0000000055,3,1764484883224741000,0.02432,0.023808,0.328192,205.554432,259.789056,281.005824,508.99072,531.934976
0000000155,4,1764484883225322000,0.04736,0.03968,0.233984,188.647936,240.084992,260.940032,483.1296,505.708032
0000000256,5,1764484883724282000,0.034048,0.03328,0.326144,207.248896,265.814784,286.436608,516.201472,539.218432
0000000056,3,1764484883724861000,0.023296,0.02304,0.249344,24.397312,276.438784,297.667328,525.734656,547.812864
0000000156,4,1764484883725415400,0.023296,0.022784,0.47872,206.037504,263.012864,283.84768,513.850112,536.846592
0000000257,5,1764484884224396500,0.02816,0.027904,0.486912,39.369472,297.31712,318.196736,552.1408,574.681856
0000000057,3,1764484884225042700,0.080896,0.049152,0.47872,70.892288,318.309376,339.880192,578.417664,601.148928
0000000157,4,1764484884225609000,0.043776,0.043008,0.54144,38.544128,295.391232,315.954432,550.083584,572.387584
0000000258,5,1764484884724574500,0.051456,0.050688,0.516352,70.381824,321.135616,341.994752,563.742208,586.10944
0000000058,3,1764484884725471200,0.051456,0.050688,1.240832,88.417024,129.79072,150.529792,380.264448,402.772224
0000000158,4,1764484884725709800,0.029696,0.029184,0.364288,69.551104,318.804736,339.506688,563.424256,585.662208
0000000259,5,1764484885224714200,0.02816,0.027904,0.36736,83.5008,130.512896,150.977536,385.42848,407.527424
0000000059,3,1764484885225289700,0.026624,0.026112,0.25216,102.628608,148.166656,168.706048,395.857408,417.8816
0000000159,4,1764484885225773600,0.039936,0.0384,0.228864,82.2016,131.506432,152.480256,383.064064,404.91264
0000000260,5,1764484885724869600,0.030976,0.030464,0.419584,110.95296,148.929536,169.547008,396.031744,418.177792
0000000060,3,1764484885725369600,0.030464,0.029696,0.28416,112.860672,153.036288,173.744384,397.248256,420.123392
0000000160,4,1764484885725932500,0.024832,0.024576,0.278528,106.470656,148.314624,168.994304,397.006336,419.500544
0000000261,5,1764484886224985900,0.07296,0.060672,0.426496,120.38656,161.533952,182.328064,411.780352,434.19648
0000000061,3,1764484886225499000,0.04864,0.047872,0.320512,124.893952,163.054848,183.873024,408.577536,431.056896
0000000161,4,1764484886226014000,0.027136,0.026368,0.288768,124.421632,161.36832,181.938688,408.45952,430.509568
0000000262,5,1764484886725092400,0.027136,0.026624,0.336384,134.791168,178.603008,199.22944,425.644544,448.592896
0000000062,3,1764484886725565000,0.046336,0.045312,0.24448,134.189056,178.46784,199.132672,425.882112,448.110336
0000000162,4,1764484886726082000,0.030208,0.029952,0.232448,133.73568,178.013696,198.509824,425.751552,447.67232
0000000263,5,1764484887225217000,0.062464,0.04224,0.708608,149.890304,189.641728,210.147072,433.051392,454.983424
0000000063,3,1764484887225712000,0.01408,0.013824,0.262912,148.488192,188.263936,208.84992,432.038656,453.937664
0000000163,4,1764484887226261500,0.02304,0.022528,0.508928,147.913984,187.729152,208.622336,434.493696,456.564992
0000000264,5,1764484887725406000,0.04352,0.042752,0.380672,157.043712,201.004032,221.499136,444.338688,465.375488
0000000064,3,1764484887725907200,0.030976,0.030464,0.248832,157.340928,199.21408,219.845632,442.952448,5465.160448
0000000164,4,1764484887726383000,0.052992,0.031744,0.462848,155.945472,199.017472,219.581184,443.289344,464.977664
0000000265,5,1764484888225451000,0.036096,0.03456,0.237824,166.029824,206.143488,226.765056,446.098176,467.988736
0000000065,3,1764484888225947000,0.031232,0.030208,0.36096,164.374784,204.924672,225.372928,446.99008,468.92672
0000000165,4,1764484888226443300,0.022528,0.022016,0.203264,164.895744,203.640576,224.16,448.014848,5469.982208
0000000266,5,1764484888725666300,0.020736,0.02048,0.233472,172.421376,211.9552,232.67584,448.917504,5470.934016
0000000066,3,1764484888726069500,0.019712,0.019456,0.264448,173.513984,228.005888,248.59904,473.00736,494.442752
0000000166,4,1764484888726525700,0.034048,0.033536,0.25344,171.578112,212.877056,233.329152,454.808832,476.73344
0000000267,5,1764484889225755100,0.033792,0.03328,0.264704,169.874688,212.639744,233.283328,458.082304,479.76064
0000000067,3,1764484889226204700,0.022784,0.022272,0.288,198.403584,233.98656,254.600448,476.137472,497.817856
0000000167,4,1764484889226748700,0.029184,0.028416,0.217856,170.028288,211.49312,232.527872,452.626688,474.507008
0000000268,5,1764484889725841700,0.032512,0.032256,0.25088,173.755904,215.016192,235.684352,455.75168,478.008064
0000000068,3,1764484889726281200,0.02048,0.019968,0.247808,202.091008,238.6944,259.412736,479.046912,501.236224
0000000168,4,1764484889726799400,0.020992,0.020736,0.204288,172.67072,214.330624,234.897408,454.838528,476.729856
0000000269,5,1764484890225995000,0.024064,0.023552,0.305408,174.425856,213.553408,234.093568,449.5232,472.146688
0000000069,3,1764484890226355200,0.026368,0.025856,0.298752,203.186176,241.002752,261.48992,484.480768,506.332416
0000000169,4,1764484890226857000,0.028672,0.027904,0.250368,173.9008,210.828544,233.081088,448.081664,470.553088
0000000270,5,1764484890726204200,0.024064,0.023808,0.265728,170.076416,208.936448,229.626368,450.307072,472.06912
0000000070,3,1764484890726485500,0.02688,0.026368,0.33792,208.95872,244.021504,264.697344,485.060864,506.631168
0000000170,4,1764484890726933800,0.03072,0.030208,0.283904,168.803072,209.285888,229.811456,448.223744,470.25664
0000000271,5,1764484891226307000,0.023296,0.02304,0.258048,172.981248,213.421312,233.926912,457.165056,478.982912
0000000071,3,1764484891226588000,0.013312,0.013056,0.184576,203.774976,237.697792,258.232576,480.874752,502.844416
0000000171,4,1764484891226999000,0.020992,0.020736,0.255744,172.25088,211.976704,232.494848,457.1008,479.182336
0000000272,5,1764484891726442200,0.026112,0.025856,0.237056,180.05376,223.35232,244.004864,464.139776,486.114048
0000000072,3,1764484891726689300,0.020736,0.019968,0.185856,203.056384,240.392448,261.312768,487.347712,509.209856
0000000172,4,1764484891727125200,0.051456,0.050176,0.748544,177.96864,221.898752,242.65216,464.540928,486.615808
0000000273,5,1764484892226482200,0.031488,0.03072,0.89088,186.048512,227.03872,247.62624,467.90656,489.54496
0000000073,3,1764484892226762200,0.02048,0.020224,0.343808,207.176192,244.677376,265.249536,488.827136,510.526208
0000000173,4,1764484892227331800,0.019456,0.018944,0.29952,184.471296,225.705728,246.202112,467.089664,488.47872
0000000274,5,1764484892726585000,0.021504,0.020992,0.2688,190.019072,235.834624,256.339712,480.007424,502.235648
0000000074,3,1764484892726907600,0.032256,0.031488,0.236544,209.154304,249.44384,269.970432,492.687616,514.454272
0000000174,4,1764484892727413800,0.020736,0.02048,0.208128,188.855552,234.35136,255.006464,483.440128,504.908544
0000000275,5,1764484893226687200,0.032,0.031232,0.251392,209.235456,249.927936,270.613504,497.53344,518.620416
0000000175,4,1764484893227472100,0.021248,0.020736,0.222464,207.804928,247.728384,268.460288,495.599104,517.54112
0000000075,3,1764484893227686100,0.019456,0.0192,0.281856,215.214592,253.634048,274.444288,499.02336,5520.637696
0000000276,5,1764484893727006000,0.020992,0.02048,0.213248,220.62976,261.58464,282.106624,502.203648,522.603776
0000000176,4,1764484893727499500,0.013568,0.013312,0.161024,220.454144,261.104128,281.646336,499.526656,521.893632
0000000076,3,1764484893727877400,0.083456,0.071424,0.40064,219.40224,261.075712,281.545472,500.814336,522.809344
0000000277,5,1764484894227106800,0.025856,0.025344,0.574208,224.841984,257.495296,278.608128,492.845568,514.84416
0000000077,3,1764484894227816200,0.014848,0.014592,1.063936,18.177536,253.273856,274.131712,492.141824,514.185216
0000000177,4,1764484894229599500,0.020736,0.02048,0.286976,222.656768,254.82368,275.39456,491.573248,5513.57056
0000000278,5,1764484894727200300,0.03968,0.022784,0.22144,215.607296,255.83104,276.380416,497.812224,5520.329216
0000000078,3,1764484894728343800,0.014336,0.013824,0.207104,213.67552,254.134272,274.790656,495.47904,517.874944
0000000178,4,1764484894728481800,0.018688,0.018432,0.208384,214.245888,252.756224,273.317376,495.76576,517.868288
0000000279,5,1764484895227544600,0.066048,0.064768,0.353536,228.78336,271.786496,292.333056,517.044992,539.776256
0000000079,3,1764484895228688000,0.015616,0.01536,0.198144,228.304384,271.240448,291.696896,515.309312,537.37344
0000000179,4,1764484895229017300,0.013568,0.013312,0.193024,223.543808,269.827072,290.451456,516.0704,537.973248
0000000280,5,1764484895727652600,0.036864,0.028928,0.407296,33.842944,275.15392,295.703808,517.944064,539.940608
0000000080,3,1764484895728731100,0.038912,0.03712,0.359168,32.098816,273.986048,294.529536,515.854848,538.14656
0000000180,4,1764484895729260500,0.013824,0.013568,0.267776,31.170304,277.145088,297.67552,526.925824,547.781888
0000000281,5,1764484896227786000,0.033792,0.026112,0.341248,37.259264,283.489536,304.056832,525.014272,546.923008
0000000081,3,1764484896228909600,0.023552,0.02304,0.218368,34.02496,283.430656,303.916032,524.119808,545.878272
0000000181,4,1764484896229493200,0.026624,0.026112,0.280576,61.893376,297.68704,318.242816,541.99296,563.527424
0000000282,5,1764484896728026400,0.040704,0.039936,1.360128,42.323968,283.532032,304.178176,531.11168,553.081856
0000000082,3,1764484896728946700,0.024064,0.023552,0.344576,41.90848,282.208256,302.724096,531.337984,553.563136
0000000182,4,1764484896729585400,0.014336,0.01408,0.251648,57.323776,297.482752,318.026752,544.492288,565.892352
0000000283,5,1764484897228250600,0.049408,0.038656,0.268032,50.887936,309.4528,330.275328,557.4784,580.015872
0000000083,3,1764484897229051000,0.025344,0.024832,0.246016,50.42432,315.809536,336.36096,560.97792,582.814976
0000000183,4,1764484897229753600,0.030464,0.029696,0.256768,66.487296,314.913536,335.732736,571.298048,591.988992
0000000284,5,1764484897728385500,0.052224,0.050944,0.292096,75.248384,126.290432,146.861312,365.916928,388.309248
0000000084,3,1764484897729159400,0.04224,0.041472,0.329984,66.930944,116.834304,137.497088,354.4832,377.057792
0000000184,4,1764484897729808100,0.06272,0.049152,0.256768,83.8912,122.819328,143.366144,365.303296,386.97088
0000000285,5,1764484898228700400,0.041216,0.040192,0.366336,87.326976,124.096,144.785664,363.848192,385.810432
0000000085,3,1764484898229273900,0.018688,0.018432,0.293632,78.37824,114.919168,135.858432,361.998592,383.986176
0000000185,4,1764484898229896700,0.018688,0.018432,0.249856,87.771904,122.352128,142.857216,360.167168,382.28864
0000000286,5,1764484898728798000,0.022016,0.021504,0.212224,85.917952,123.74016,144.257536,364.7104,386.893568
0000000086,3,1764484898729368800,0.018688,0.01792,0.201472,83.201536,124.171008,144.60544,364.525824,386.652672
0000000186,4,1764484898729973500,0.018944,0.018688,0.324096,84.58624,122.459648,143.035136,365.62688,387.263744
0000000287,5,1764484899228904000,0.038912,0.037376,0.240128,86.182144,122.721536,143.578368,373.864192,396.14208
0000000087,3,1764484899229481700,0.0192,0.018944,0.28672,83.341056,123.118848,144.447744,374.021632,395.758592
0000000187,4,1764484899230078200,0.019456,0.0192,0.377344,83.749888,122.203648,144.418048,372.644096,395.072
0000000288,5,1764484899729080000,0.022528,0.022272,0.346624,96.433152,133.04064,153.54752,373.513984,395.31136
0000000088,3,1764484899729580500,0.019712,0.019456,0.233216,94.483968,132.324096,152.9216,372.677376,5395.59296
0000000188,4,1764484899730160000,0.052992,0.05248,0.300288,93.375744,131.520512,152.029696,371.441152,393.257728
0000000289,5,1764484900229265000,0.025856,0.0256,0.421632,92.56576,138.159872,159.18976,406.179072,5428.328704
0000000089,3,1764484900229725000,0.053504,0.043776,0.303616,92.611072,137.518848,158.107648,407.68384,429.890048
0000000189,4,1764484900230324000,0.072704,0.07168,0.347904,93.739008,136.066048,156.71424,396.57216,418.372864
0000000290,5,1764484900729344300,0.045568,0.044544,0.310784,131.547392,173.785856,194.429952,415.48416,437.280256
0000000090,3,1764484900729804000,0.025088,0.02432,0.253952,123.541248,166.578176,187.251456,409.366272,431.539712
0000000190,4,1764484900730425900,0.020224,0.019712,0.19072,123.027456,165.475328,186.12608,409.123328,430.86464
0000000291,5,1764484901229671700,0.045568,0.045056,0.452608,132.404992,173.414656,193.93792,442.592256,464.677888
0000000091,3,1764484901229928400,0.019712,0.0192,0.173312,132.120576,172.341248,192.938752,428.186112,450.108416
0000000191,4,1764484901230492200,0.043776,0.041472,0.246784,131.638784,174.73152,196.096256,428.777728,5450.382848
0000000292,5,1764484901729766100,0.023552,0.02304,0.20224,159.248384,194.375168,214.880768,439.241472,461.097984
0000000092,3,1764484901730121500,0.040192,0.03968,0.219392,155.062784,195.209216,215.731712,439.31776,461.55904
0000000192,4,1764484901730594600,0.034304,0.03328,1.007616,154.762496,193.78304,214.476544,431.607296,453.951488
0000000293,5,1764484902229938700,0.033024,0.032256,0.299264,158.952704,197.15968,217.75872,451.144448,473.025792
0000000093,3,1764484902230226200,0.020224,0.019712,0.243712,157.918464,197.099264,217.623296,460.9024,482.86976
0000000193,4,1764484902230705400,0.02176,0.021248,0.250624,151.570944,191.037952,211.782144,450.914048,473.496832
0000000294,5,1764484902730195200,0.023552,0.023296,0.244736,172.796416,214.047232,234.7072,457.926656,479.696896
0000000094,3,1764484902730441200,0.02176,0.021504,0.245248,181.077504,215.161088,235.79776,457.1456,478.212352
0000000194,4,1764484902730736400,0.025088,0.024576,0.349184,171.19616,213.756928,234.229248,457.191424,478.841856
0000000295,5,1764484903230324500,0.023552,0.023296,0.237824,179.572992,219.465472,240.035072,473.314048,495.702528
