gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000143,4,1764493557146296600,0.128256,0.127232,0.674048,28.817152,189.247488,210.270976,478.298112,5501.837056
0000000243,5,1764493557154040300,0.045824,0.044544,0.575232,22.608896,191.969536,212.808192,472.817152,5496.2112
0000000043,3,1764493557162907600,0.056832,0.055552,0.577024,46.561792,188.6144,209.54496,477.292544,5499.741184
0000000144,4,1764493557346422000,0.036352,0.035584,0.377344,214.4,339.655936,360.421632,459.972352,481.829376
0000000244,5,1764493557354445300,0.043776,0.042752,0.337408,208.495872,332.586752,353.848064,452.63872,474.379776
0000000044,3,1764493557362885600,0.04864,0.047616,0.496128,219.715584,354.329088,374.90688,482.057216,504.618496
0000000145,4,1764493557546517200,0.069888,0.069376,1.332736,88.46592,217.522688,238.130432,319.24608,341.960192
0000000245,5,1764493557554639000,0.028928,0.02816,0.375296,80.657664,209.23008,229.718784,311.118848,333.918976
0000000045,3,1764493557563182300,0.016128,0.015616,0.463616,84.871936,218.362624,239.085312,326.407168,348.835072
0000000146,4,1764493557746678000,0.024576,0.02432,0.584448,77.623552,354.582528,375.055872,431.405824,454.560768
0000000246,5,1764493557754706400,0.02176,0.021504,0.215552,69.939456,346.494208,367.159552,423.181312,447.596032
0000000046,3,1764493557763247400,0.03968,0.038912,2.203904,87.79904,385.956352,406.458624,464.366592,485.2544
0000000147,4,1764493557946838300,0.308224,0.306944,0.964608,186.737664,289.899776,310.572032,389.994496,415.469824
0000000247,5,1764493557954792200,0.020224,0.019712,0.219136,178.985984,281.370112,302.111488,380.73856,407.49696
0000000047,3,1764493557963328500,0.022016,0.021504,0.288512,202.345984,310.169856,330.681344,416.54912,438.527744
0000000148,4,1764493558146943200,0.05504,0.054528,0.447488,54.658048,229.533696,250.094592,322.262272,345.675264
0000000248,5,1764493558154862600,0.022272,0.02176,0.270592,47.976704,221.256704,241.823232,314.091008,336.006912
0000000048,3,1764493558163497700,0.023296,0.022784,0.249344,18.053376,158.151168,179.008256,278.952192,300.439296
0000000149,4,1764493558347017000,0.031488,0.030976,1.007104,52.186368,356.37248,376.97664,632.672256,654.666752
0000000249,5,1764493558355085600,0.051456,0.0512,1.842688,45.334528,348.161024,368.722176,622.251008,647.027968
0000000049,3,1764493558363579100,0.02688,0.026368,0.766208,90.624256,338.121728,359.563264,629.630464,652.17152
0000000150,4,1764493558547147300,0.024064,0.023552,0.333568,172.867328,482.916352,504.218368,572.379904,594.4832
0000000250,5,1764493558555182300,0.023552,0.02304,0.301568,165.71776,475.333376,495.817216,565.96224,586.344704
0000000050,3,1764493558563671800,0.023296,0.022784,0.292608,112.411904,382.577152,403.2192,512.593408,534.892544
0000000151,4,1764493558747301600,0.045312,0.044032,0.30336,243.872768,406.709504,427.252224,509.613824,530.931968
0000000251,5,1764493558755288600,0.07808,0.058112,0.28032,236.510208,398.833664,419.52384,504.752384,526.750976
0000000051,3,1764493558763698000,0.014336,0.013824,0.234496,238.327552,367.211008,387.734784,441.898752,464.03584
0000000152,4,1764493558947328800,0.023552,0.023296,0.432128,111.697664,244.07424,264.749312,347.290112,369.11488
0000000252,5,1764493558955464700,0.034304,0.033792,0.368896,102.612992,234.496256,255.138048,337.9776,360.411392
0000000052,3,1764493558963927800,0.021504,0.020992,0.278272,56.751104,199.605504,220.811264,298.215936,319.858176
0000000153,4,1764493559147607800,0.024064,0.023552,0.354816,66.417408,381.662976,402.848768,671.951104,694.82624
0000000253,5,1764493559155592400,0.016128,0.015872,0.173056,59.34976,169.230848,189.653504,414.596864,436.52608
0000000053,3,1764493559164349000,0.439552,0.437504,0.725504,56.711424,332.886016,354.31296,591.721984,613.490688
0000000154,4,1764493559347677700,0.023808,0.023296,0.21504,197.364224,512.617728,533.555712,621.253376,643.020032
0000000254,5,1764493559355659000,0.019456,0.018944,0.224,221.79712,277.208576,297.787904,373.046528,395.224832
0000000054,3,1764493559364395800,0.032768,0.032256,0.214272,145.187072,434.935552,455.451136,512.940288,535.979264
0000000155,4,1764493559547762200,0.024832,0.02432,0.459008,235.679232,357.090304,377.848064,467.450624,491.472384
0000000255,5,1764493559555785700,0.02304,0.022528,0.263424,36.673792,136.566272,157.284864,218.60864,240.979712
0000000055,3,1764493559564513800,0.036352,0.03584,0.30592,203.039232,335.412224,356.109824,406.719744,429.119744
0000000156,4,1764493559747922400,0.03456,0.034048,0.790784,87.198208,183.806464,204.266496,312.223488,335.278592
0000000256,5,1764493559755973600,0.025856,0.025088,0.487168,38.642688,299.231744,319.876864,574.280192,596.321792
0000000056,3,1764493559764661800,0.022272,0.022016,0.763136,68.667392,164.241408,184.84992,255.954432,278.493696
0000000157,4,1764493559948042000,0.024576,0.02432,0.272384,70.272256,357.576704,378.18752,624.685312,646.69824
0000000257,5,1764493559956089600,0.038656,0.038144,0.458752,68.122368,336.319488,357.13152,419.398912,442.889472
0000000057,3,1764493559964811800,0.080384,0.063744,0.644864,65.093632,320.061696,340.834048,597.466624,620.158976
0000000158,4,1764493560148211200,0.041472,0.04096,0.30848,173.734656,458.305536,479.097856,529.369088,551.567872
0000000258,5,1764493560156291000,0.06784,0.066816,0.328192,183.929856,275.177216,295.975936,552.298752,575.052288
0000000058,3,1764493560164940500,0.023296,0.022784,0.30976,90.898176,359.322112,379.843072,447.38816,469.768704
0000000159,4,1764493560348445700,0.02432,0.024064,0.25472,228.077568,367.080448,387.717632,445.295872,466.787584
0000000259,5,1764493560356317000,0.022016,0.02176,0.280064,42.91072,313.356032,333.917952,404.229376,426.983168
0000000059,3,1764493560364983600,0.028672,0.02816,0.270848,204.121344,304.390144,325.123072,371.4496,393.307904
0000000160,4,1764493560548505600,0.01792,0.017664,0.237824,79.325696,201.528832,222.194944,296.64896,338.480128
0000000260,5,1764493560556459800,0.060416,0.059904,0.304128,163.891968,265.577728,286.235648,562.956288,584.748288
0000000060,3,1764493560565055500,0.02432,0.024064,0.281344,62.251776,134.18368,154.789888,219.777792,266.022656
