gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_NULL,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000321,5,1764420213262276000,0.230912,1.046272,0.230144,168.460288,227.573504,248.582656,488.504832,512.313088
0000000222,4,1764420213742979300,0.036608,0.441856,0.036352,33.929984,293.570304,314.688768,552.13312,574.921216
0000000122,3,1764420213743304400,0.08576,0.3008,0.085504,32.757248,293.30432,313.902848,551.53536,574.625024
0000000322,5,1764420213762443000,0.031488,0.33408,0.030976,216.289792,275.657728,296.382976,539.633408,5563.017216
0000000223,4,1764420214243196000,0.043264,0.612096,0.042752,85.40672,348.992512,369.70752,609.374464,633.118464
0000000123,3,1764420214243924000,0.018432,0.286464,0.018176,84.134656,348.599808,369.469696,609.0176,632.65152
0000000323,5,1764420214263163100,0.071424,0.425216,0.065792,64.84864,329.037312,349.659136,593.377792,616.41856
0000000224,4,1764420214743765800,0.031744,0.957696,0.030976,124.888576,191.287296,212.305152,458.042624,481.167872
0000000124,3,1764420214744072000,0.15488,0.337408,0.153856,124.568064,191.12704,212.003584,455.519744,478.07872
0000000324,5,1764420214763378000,0.02176,0.544,0.02176,106.300416,171.716096,192.72448,435.9296,458.7008
0000000125,3,1764420215244523500,0.036608,0.270336,0.036352,185.673216,247.757312,268.34432,519.956736,543.183872
0000000225,4,1764420215244673800,0.03328,0.286976,0.032512,185.494272,247.58272,268.194048,518.282496,542.796288
0000000325,5,1764420215264789200,0.02176,0.91264,0.021504,166.055936,227.793408,248.685568,498.371328,520.827904
0000000126,3,1764420215744727000,0.026112,0.287744,0.025856,42.120704,316.71552,338.15552,579.7184,604.054272
0000000226,4,1764420215744979500,0.02688,0.284928,0.026624,41.27872,315.653888,337.569024,578.323968,603.738112
0000000326,5,1764420215765003500,0.066816,0.304384,0.066304,231.873024,302.203904,322.810624,570.265344,593.711616
0000000127,3,1764420216245130500,0.024576,0.39552,0.02432,97.712896,169.929984,190.441472,433.273856,456.176128
0000000227,4,1764420216245131000,0.1536,0.711424,0.089856,97.780992,168.775424,189.919744,431.370496,457.550848
0000000327,5,1764420216265224700,0.02816,0.283904,0.027648,92.123904,159.176704,180.082432,411.524608,434.844672
0000000228,4,1764420216745496300,0.022528,0.32128,0.022528,160.34048,221.575168,242.909184,480.098816,502.639104
0000000128,3,1764420216745496300,0.022528,0.326656,0.022528,160.349184,221.597696,242.795264,479.970816,502.627584
0000000328,5,1764420216765468000,0.023552,0.4992,0.023296,140.196608,201.576192,222.823424,464.741632,488.083712
0000000129,3,1764420217245803300,0.136448,0.593664,0.1216,214.811904,273.661952,295.092736,562.564096,586.581248
0000000229,4,1764420217245875200,0.082688,0.519424,0.082176,215.045376,273.7152,295.3024,572.349184,595.808768
0000000329,5,1764420217266034200,0.041728,1.052416,0.041216,194.784256,253.42976,275.156224,542.759424,565.853952
0000000130,3,1764420217746107000,0.040192,0.440832,0.039936,110.5536,372.478464,393.445888,635.246336,659.522048
0000000230,4,1764420217746147300,0.101632,1.047552,0.10112,108.306176,372.48128,393.752576,635.76448,659.461888
0000000330,5,1764420217766615600,0.058112,0.410368,0.057856,87.803136,352.33408,373.34912,616.030208,638.953984
0000000231,4,1764420218246333700,0.075776,0.819968,0.074496,149.73568,218.955264,239.619072,479.154944,502.578432
0000000131,3,1764420218246335000,0.10752,0.95744,0.104704,150.4512,218.858496,239.647232,479.15648,502.502912
0000000331,5,1764420218268906500,0.023808,1.1072,0.023552,129.542912,196.473344,217.198336,458.376448,481.13152
0000000232,4,1764420218746695000,0.03072,0.43008,0.030464,210.548736,272.624896,293.333248,533.285632,557.60256
0000000132,3,1764420218746696700,0.040448,0.389632,0.03968,210.7008,273.650432,294.38464,534.020096,557.597952
0000000332,5,1764420218768719400,0.022784,0.502528,0.022528,188.740608,250.62656,271.337984,510.903296,535.617792
0000000233,4,1764420219246637000,0.031488,0.356608,0.031488,61.341696,319.004928,340.852736,579.748608,602.878464
0000000133,3,1764420219247058200,0.03456,0.238336,0.034304,60.359936,317.87648,338.693376,580.797184,604.569088
0000000333,5,1764420219268978000,0.028416,0.328704,0.027904,38.380032,296.132608,318.835712,566.75712,589.627392
0000000234,4,1764420219746946300,0.0256,0.270848,0.025344,104.851456,173.795072,194.580992,429.274368,452.7744
0000000134,3,1764420219747145500,0.02688,0.284672,0.026368,104.08576,173.59744,194.59072,429.649152,452.560896
0000000334,5,1764420219769089000,0.039936,0.297472,0.03968,106.148352,363.133184,383.725568,626.188032,650.222848
0000000235,4,1764420220247485400,0.029952,0.609024,0.029184,159.30752,220.704,242.20032,483.544576,508.909824
0000000135,3,1764420220247670300,0.028672,0.530176,0.028416,158.899968,220.653312,241.914112,484.018432,5507.969536
0000000335,5,1764420220269489400,0.048128,1.139712,0.047616,137.152256,198.702592,220.058624,462.167552,486.789888
0000000236,4,1764420220747706000,0.041984,0.331008,0.032768,218.144256,286.093056,307.252992,543.736576,566.941184
0000000136,3,1764420220747811300,0.037888,1.523968,0.037376,218.80448,285.869056,307.11168,544.749056,568.339968
0000000336,5,1764420220770809600,0.13952,0.684032,0.128512,194.54208,264.698368,285.624576,520.444672,543.987712
0000000137,3,1764420221248075300,0.028672,0.36736,0.028416,69.664512,335.101952,356.713984,603.476992,627.0144
0000000237,4,1764420221248202500,0.042752,0.346624,0.041984,68.302336,334.614272,356.261888,603.308032,5626.590464
0000000337,5,1764420221270708700,0.046592,0.777984,0.046336,44.952576,311.993856,333.382144,580.2176,604.38144
0000000238,4,1764420221748254700,0.024576,0.567808,0.02432,117.94688,211.298048,231.885056,472.32768,496.521984
0000000138,3,1764420221748272400,0.019712,0.568576,0.019456,117.66912,202.899968,223.902208,460.686848,484.597248
0000000338,5,1764420221770973200,0.085504,0.39936,0.084992,97.948928,177.986816,198.870016,438.000896,461.889536
0000000239,4,1764420222248660700,0.020736,0.312832,0.02048,199.644928,256.70016,277.993472,514.194176,536.875776
0000000139,3,1764420222248669700,0.02048,0.339968,0.020224,189.72544,245.534464,267.445248,507.912704,530.558208
0000000339,5,1764420222271696400,0.059392,1.190656,0.05888,166.557184,223.918336,244.449024,479.910912,5505.504768
0000000140,3,1764420222749005300,0.038144,0.396032,0.037632,34.182144,302.813952,324.075776,564.409856,590.019584
0000000240,4,1764420222749058300,0.016896,0.243456,0.016896,34.104576,303.124736,324.11264,564.397056,587.557632
0000000340,5,1764420222772014000,0.026624,0.319744,0.026368,216.97024,279.948288,300.95232,542.9504,567.029248
0000000241,4,1764420223249546500,0.023552,0.264448,0.023296,78.528512,141.339136,162.307584,395.516928,421.870848
0000000141,3,1764420223250122500,0.037632,0.786688,0.036864,77.933056,140.888576,161.731328,395.166976,421.289216
0000000341,5,1764420223272292600,0.026112,0.698112,0.025856,70.013696,326.886144,348.029184,590.422528,614.567936
0000000242,4,1764420223749808600,0.027392,0.517888,0.027136,125.335296,186.404352,207.240192,444.846336,468.56704
0000000142,3,1764420223750661400,0.048128,0.506112,0.047616,125.268992,185.158144,205.812736,444.562944,467.726336
0000000342,5,1764420223772818700,0.19584,0.67968,0.194816,102.103552,162.961152,183.64032,421.152,444.13568
