gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000243,5,1764424782133462000,0.050688,1.209856,0.0512,35.243264,100.562944,123.48032,438.203904,472.550912
0000000143,4,1764424782135564500,0.029696,1.050112,0.030208,37.320704,94.915584,117.523456,445.906688,476.92288
0000000443,7,1764424782151106000,0.098816,0.507136,0.099328,19.271936,85.871872,109.910528,459.720448,493.527552
0000000144,4,1764424782235686700,0.474368,1.017088,0.475136,232.44928,392.238848,414.655488,450.01728,478.809088
0000000444,7,1764424782249540600,0.035328,1.086208,0.03584,258.512128,473.969152,494.5664,,
0000000043,3,1764424782249545200,0.042496,3.374848,0.043008,13.072384,52.848128,76.212992,345.208064,392.439808
0000000145,4,1764424782336512800,0.014848,0.175872,0.015104,172.289536,428.196352,451.210752,651.674624,726.774784
0000000445,7,1764424782350288100,0.183808,0.634368,0.227584,157.541632,374.366208,396.014336,,
0000000044,3,1764424782352427800,0.259328,0.46976,0.260096,195.778816,415.117312,445.239296,517.574912,558.674944
0000000146,4,1764424782437622500,0.023552,12.353024,0.023808,53.936128,329.491968,352.844288,513.269248,546.67648
0000000446,7,1764424782451048200,0.029184,0.759296,0.029696,56.518912,291.809024,313.76,,
0000000045,3,1764424782453821700,0.022272,0.260864,0.022784,98.680576,319.7696,343.369728,415.858432,448.69248
0000000147,4,1764424782537890800,0.024832,1.058048,0.025088,85.2544,289.521152,313.408,451.726592,525.48608
0000000447,7,1764424782551990500,0.016384,1.777408,0.01664,92.182784,,,,
0000000046,3,1764424782554556200,0.013056,2.201088,0.013568,81.175552,411.245568,436.642816,,
0000000148,4,1764424782638049000,0.021504,0.993792,0.022016,38.28608,294.310912,325.295872,402.173184,436.298496
0000000448,7,1764424782651753500,0.024576,0.590848,0.024832,143.017728,,,,
0000000047,3,1764424782655758600,0.147712,2.807296,0.148224,184.887296,,,,
0000000149,4,1764424782738666500,0.063232,0.850944,0.064,164.765696,,,,
0000000449,7,1764424782754303700,0.027392,0.19968,0.027648,95.303424,,,,
0000000450,7,undefined,,NaN,,,,,,
0000000343,6,1764424782094973000,0.063488,3.15904,0.064512,75.62752,133.844224,158.016,474.712832,512.541696
