gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000243,5,1764490369249162000,0.355328,0.364032,1.321472,8.996864,24.146944,45.860096,246.773504,268.785152
0000000043,3,1764490369313406200,0.137472,0.138752,1.348352,5.347328,18.752,39.560704,234.718976,257.217536
0000000143,4,1764490369347987000,0.129024,0.129792,0.502016,5.410304,18.379008,39.350016,233.714944,256.09856
0000000244,5,1764490369349599700,0.037376,0.037888,0.440576,135.855616,153.298176,174.411264,370.220032,391.842304
0000000044,3,1764490369413589000,0.062976,0.069376,0.460288,130.465792,146.025728,167.116032,370.911488,393.644544
0000000144,4,1764490369449741300,0.059136,0.059392,0.429568,127.384064,142.533888,163.660288,365.942784,386.818304
0000000245,5,1764490369449945600,0.059648,0.06016,2.276608,35.583744,54.694656,75.294208,270.477824,291.511552
0000000045,3,1764490369515077000,0.03968,0.040192,0.502016,29.159936,52.109568,72.80256,269.342208,292.603904
0000000145,4,1764490369550037500,0.034816,0.035072,0.541184,27.18464,49.792768,71.387136,266.478592,287.444224
0000000246,5,1764490369550242000,0.025088,0.025344,0.425216,164.07552,190.94016,211.77216,412.167936,433.48864
0000000046,3,1764490369615181600,0.021248,0.021504,0.264448,162.834688,186.263808,207.47136,406.206976,427.59424
0000000247,5,1764490369650474500,0.019968,0.020224,1.075968,63.991552,81.798656,102.663424,311.995392,333.221376
0000000146,4,1764490369650563600,0.022272,0.022528,0.45568,159.47648,183.558656,204.6144,402.981632,423.954176
0000000047,3,1764490369715442200,0.036096,0.036864,0.345344,62.406656,79.355904,100.081664,305.39776,326.68416
0000000147,4,1764490369750889500,0.020224,0.02048,0.386048,59.050752,76.496896,97.234688,301.715712,323.038464
0000000248,5,1764490369751176700,0.017408,0.017664,0.246528,198.863104,219.120128,239.75936,441.960704,464.026624
0000000048,3,1764490369815662800,0.015616,0.015872,0.242432,197.82016,216.222976,237.928448,434.056704,455.3664
