gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000043,3,1764411563651403300,0.056832,0.0576,2.659328,12.823552,35.603456,56.595456,267.924992,291.799552
0000000044,3,1764411563753419500,0.023808,0.02432,1.168384,145.679104,169.69984,192.351488,395.163392,418.433536
0000000045,3,1764411563861979600,0.134656,0.135168,0.395008,38.78144,66.21056,88.74496,296.105216,316.521472
0000000046,3,1764411563963354600,0.025856,0.026368,0.296192,182.739712,207.67872,229.045504,434.752,459.894528
0000000047,3,1764411564065036800,0.082944,0.083456,0.461056,80.509696,100.09472,122.999296,332.29824,352.345344
0000000048,3,1764411564165659400,0.012544,0.0128,0.150272,9.065216,234.332928,255.446272,474.196736,497.655296
0000000049,3,1764411564268588300,0.095744,0.096512,0.429312,115.4368,135.448832,157.179648,372.999424,394.458624
0000000050,3,1764411564368967000,0.588288,0.5888,0.806656,17.088256,44.021504,67.117568,274.355968,295.206912
0000000051,3,1764411564469749500,0.51712,0.518144,1.011456,170.474496,399.76192,420.44544,460.23936,478.920704
0000000052,3,1764411564576382000,0.096256,0.096768,0.557824,63.34592,299.579904,320.846592,352.706816,375.60064
0000000053,3,1764411564676710400,0.08832,0.088576,0.813824,180.580608,205.351936,226.395392,253.124608,273.89952
0000000054,3,1764411564776742100,0.022272,0.022784,0.2688,83.849728,117.729024,142.206464,162.956032,182.543616
0000000055,3,1764411564876998100,0.018688,0.018944,0.161536,10.880768,51.833088,72.249088,280.541184,301.229568
0000000056,3,1764411564979120000,0.022272,0.022784,0.391936,175.445504,206.317568,229.590272,440.950528,468.662528
0000000057,3,1764411565080996900,0.02816,0.028672,0.24832,69.782272,92.958976,113.99936,332.358912,356.071424
0000000058,3,1764411565181652200,0.015872,0.016128,1.57824,214.257152,240.743936,264.751872,477.984768,498.965504
0000000059,3,1764411565287792000,0.233984,0.234752,0.734464,113.752576,146.962944,168.573952,381.55776,402.191104
0000000060,3,1764411565389089800,0.057344,0.057856,4.75648,14.25152,44.751104,67.094272,275.306752,301.846272
0000000061,3,1764411565489779700,0.024832,0.025088,1.5104,157.48352,397.046272,417.353216,468.231424,492.001536
0000000062,3,1764411565590874400,0.024832,0.025344,1.813248,59.85024,294.849024,315.466752,361.506048,390.946304
0000000063,3,1764411565691167500,0.01536,0.015616,0.175616,184.256768,209.58976,232.289536,269.576704,292.753408
0000000064,3,1764411565794921700,0.023552,0.024064,0.296704,81.974016,140.324352,161.556224,411.282176,432.633344
0000000065,3,1764411565895127300,0.01664,0.017152,0.256256,10.676736,63.05408,85.35424,306.273536,325.444864
0000000066,3,1764411565998277400,0.02304,0.023808,0.265728,194.97344,431.443456,452.44672,471.559936,493.330432
0000000067,3,1764411566099527000,0.019712,0.020224,0.212224,94.1248,332.533248,354.592768,388.50432,412.839936
0000000068,3,1764411566200011800,0.012544,0.0128,0.180992,209.909248,245.094912,267.5712,297.122304,321.781504
0000000069,3,1764411566304146000,0.079872,0.080384,1.248768,109.627904,143.83872,164.346624,196.306944,218.01216
