gnbid,type,timestamp,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000559,8,1764419810291500800,0.71936,0.03072,0.030464,93.257984,665.973504,687.644672,886.69056,908.977408
0000000059,3,1764419810292133600,0.72832,0.03072,0.030208,105.1776,552.955648,575.736576,746.983936,770.215936
0000000771,10,1764419810314143000,0.657152,0.024832,0.024576,122.912,523.115008,544.9408,762.085888,784.051712
0000000871,11,1764419810314555100,0.265728,0.015104,0.015104,143.727616,595.307008,616.648704,783.096576,808.227328
0000000359,6,1764419810333133000,1.685248,0.024832,0.024576,148.41856,609.435904,630.225664,730.546944,751.363072
0000000270,5,1764419810339649000,0.417024,0.029184,0.028928,109.681664,593.885184,615.51616,784.10624,803.082752
0000000160,4,1764419810357713200,0.273408,0.022016,0.02176,118.370816,595.9616,617.66144,797.624576,820.01152
0000000666,9,1764419810377921800,0.906496,0.027648,0.027648,89.226496,568.01536,588.737536,713.30304,736.276992
0000000969,12,1764419810379052000,0.474624,0.025856,0.0256,81.314816,515.06304,536.218368,629.723392,651.736576
0000000464,7,1764419810379078400,0.350464,0.013312,0.013056,102.672384,557.238528,578.286848,718.133248,740.754944
0000001064,13,1764419810385440500,0.837376,0.029696,0.029184,144.238336,524.783104,545.821184,780.912128,803.404288
0000000560,8,1764419810391642000,0.563968,0.030208,0.029952,226.152704,595.729408,616.676608,819.710208,838.393088
0000000060,3,1764419810394561000,0.830208,0.046336,0.045568,141.460224,710.757888,731.869952,921.602304,944.794624
0000000772,10,1764419810414528800,1.599232,0.204288,0.20352,62.607616,540.589568,561.61664,786.675968,808.730624
0000000872,11,1764419810414806000,1.508608,0.018432,0.018176,73.413632,541.609216,562.595328,759.434752,781.831936
0000000360,6,1764419810433352700,1.612032,0.020736,0.020736,114.226688,563.025664,584.050688,775.188224,796.832768
0000000271,5,1764419810439808300,0.3072,0.033024,0.032768,57.940736,521.616128,543.26656,782.777344,803.227136
0000000161,4,1764419810458035700,0.928,0.023808,0.023552,99.247616,527.518208,550.126848,736.867072,755.2832
0000000970,12,1764419810472383700,0.557056,0.039168,0.038656,156.900096,605.34912,626.658304,845.198848,868.412672
0000000667,9,1764419810478945300,0.292608,0.022528,0.022272,81.292544,513.126144,534.264064,716.755712,736.590592
0000000465,7,1764419810481359600,0.29184,0.020992,0.020736,81.588224,499.346944,524.305408,741.605888,760.226816
0000001065,13,1764419810485753900,0.300032,0.02816,0.027648,144.94208,610.511104,631.849984,822.57408,845.060096
0000000561,8,1764419810491733000,1.20704,0.03968,0.039424,127.796224,599.121152,620.460032,759.81056,781.644288
0000000061,3,1764419810494918700,0.498944,0.035328,0.03456,143.913728,612.621312,633.717504,811.829248,834.275328
0000000773,10,1764419810514728400,0.448512,0.023808,0.023552,128.231168,582.399232,605.497088,787.272448,809.071104
0000000873,11,1764419810515031000,0.439296,0.034048,0.033536,135.979008,655.090432,677.033472,798.066432,818.047744
0000000361,6,1764419810533824300,0.400384,0.03328,0.03328,59.13216,551.813376,573.195264,749.572864,770.487552
0000000272,5,1764419810540033000,0.356096,0.0384,0.038144,72.45568,528.905728,551.689984,733.699072,756.230144
0000000162,4,1764419810558159000,0.284672,0.02048,0.020224,88.751872,618.302208,639.415808,755.841792,775.592704
0000000971,12,1764419810572619300,0.745472,0.039168,0.038912,137.156608,646.138112,667.481088,797.128192,823.378176
0000000668,9,1764419810579898600,0.564224,0.020224,0.019968,63.110144,631.840256,652.420352,819.618816,841.719552
0000000466,7,1764419810580494300,0.452096,0.04096,0.040192,122.538496,635.153664,657.295104,781.175808,802.175232
0000001066,13,1764419810587549400,0.66048,0.040448,0.040192,131.251968,633.321728,653.974272,809.10336,833.630208
0000000562,8,1764419810591772000,0.342528,0.029952,0.029696,67.049984,597.086208,618.082304,728.769792,750.494976
0000000062,3,1764419810594918000,0.301056,0.028928,0.028672,135.311616,706.335232,727.27296,938.574592,960.901632
0000000774,10,1764419810615238700,0.659456,0.279296,0.253184,84.227328,592.702208,613.607168,884.128768,908.45056
0000000874,11,1764419810615243500,0.33792,0.029696,0.02944,93.356032,606.599936,627.97568,854.8864,876.174848
0000000362,6,1764419810633965800,0.304384,0.034048,0.033536,109.7984,635.942144,657.298176,849.778688,871.259136
0000000273,5,1764419810640147500,0.361472,0.041728,0.04096,110.208256,654.640128,675.315712,893.19168,915.731712
0000000163,4,1764419810659316500,3.97952,0.362496,0.360704,139.035904,632.618496,653.35808,875.29984,897.84832
0000000972,12,1764419810673105200,0.527872,0.032768,0.032512,119.242752,550.624,572.347136,857.16224,877.912832
0000000669,9,1764419810680193800,0.346624,0.048384,0.047872,155.200512,615.533056,636.195328,855.753984,877.157632
0000000467,7,1764419810680976400,0.33664,0.03584,0.035584,57.380352,578.547712,600.026112,729.828608,750.875904
0000001067,13,1764419810687736300,0.50048,0.0256,0.025344,113.604608,590.938368,611.834624,820.84352,843.946496
0000000563,8,1764419810691867600,0.247808,0.02304,0.022784,36.748544,523.554304,544.453632,693.887232,723.628288
0000000063,3,1764419810695077400,0.276992,0.020736,0.02048,113.193216,617.489408,642.59968,841.576704,863.04128
0000000875,11,1764419810715752700,0.311296,0.028928,0.028416,99.84896,560.12032,580.836864,770.500352,793.65632
0000000775,10,1764419810715754800,0.322048,0.026624,0.026368,138.454272,677.152256,698.512896,865.859584,888.542976
0000000363,6,1764419810733992700,3.920384,3.530496,2.999296,110.60096,658.7776,679.759104,858.150912,880.363264
0000000274,5,1764419810740127700,0.393984,0.025344,0.025088,97.776384,516.754432,537.466112,684.549632,705.719552
0000000164,4,1764419810759268600,1.630976,0.019968,0.019712,102.7776,720.888576,741.615872,964.78976,987.038976
0000000973,12,1764419810773297200,0.425728,0.025344,0.025088,71.817472,533.960704,554.760192,768.50816,790.772736
0000000670,9,1764419810780598300,0.246784,0.018688,0.018432,138.045184,531.871232,552.773376,760.86784,783.395072
0000000468,7,1764419810780909000,0.211968,0.026368,0.026112,56.563712,436.050688,457.11488,596.512256,619.269632
0000001068,13,1764419810787914000,0.49536,0.02688,0.026624,75.121408,607.70304,628.509184,869.61664,890.265344
0000000564,8,1764419810792071000,0.21376,0.024832,0.024576,123.302144,607.46496,629.218048,864.30208,885.36704
0000000064,3,1764419810795953200,1.297408,0.031232,0.030976,116.345856,603.910144,625.669376,822.23616,843.673344
0000000876,11,1764419810815703300,0.275712,0.022016,0.021248,131.941888,518.97088,540.349952,724.218112,746.518784
0000000776,10,1764419810816266200,0.343808,0.036096,0.03584,100.629248,597.658624,621.34016,810.477312,836.392192
0000000364,6,1764419810834407400,0.310016,0.01664,0.01664,148.947968,546.553088,567.105792,739.67232,761.211136
0000000275,5,1764419810840260900,0.316928,0.024576,0.02432,92.232704,534.021888,555.883264,701.881088,723.7696
0000000165,4,1764419810859413500,0.642304,0.03072,0.030464,138.461696,614.701312,635.856896,856.214272,882.215424
0000000974,12,1764419810873481000,0.367616,0.036864,0.036608,141.963264,598.33984,619.786496,846.79424,869.805824
0000000671,9,1764419810881007900,0.395776,0.036864,0.036608,139.249664,629.82528,650.925056,849.024768,870.893312
0000000469,7,1764419810881008000,0.39168,0.045056,0.0448,178.34112,638.659328,660.255488,884.43008,905.826304
0000001069,13,1764419810888927700,0.383744,0.032,0.031488,33.481728,500.062208,522.985216,721.106176,744.621824
0000000565,8,1764419810892628200,1.458688,0.027392,0.027136,124.596224,593.172736,615.06816,866.518784,887.432448
0000000065,3,1764419810896127700,0.271872,0.023808,0.023552,119.327232,592.485888,614.233856,855.591936,877.623552
0000000877,11,1764419810915854300,3.512064,0.06656,0.066304,50.153728,494.86976,516.022784,732.528384,758.633472
0000000777,10,1764419810916388900,0.239104,0.027136,0.026624,104.694784,548.646656,571.055616,784.48768,808.195072
0000000365,6,1764419810934953200,0.382464,0.026368,0.026112,129.719552,676.068864,696.622848,860.561408,882.070528
0000000276,5,1764419810940358400,0.338432,0.059904,0.05888,139.80928,697.753344,718.702848,921.98656,942.970368
0000000166,4,1764419810959580700,0.273664,0.021504,0.021248,51.612928,544.139008,572.359424,798.583552,819.179776
0000000975,12,1764419810973664500,1.89184,0.026624,0.026368,117.060864,529.87648,552.20352,755.639296,779.735296
0000000470,7,1764419810981493200,0.444928,0.02176,0.021504,131.451904,653.910016,676.079872,878.08,900.216064
0000000672,9,1764419810981552600,0.42496,0.02432,0.024064,113.422336,649.647616,671.246592,878.704384,900.19968
0000001070,13,1764419810989069800,0.408576,0.028672,0.028416,98.137344,521.860352,543.328,750.144768,771.136
0000000566,8,1764419810993580000,0.34688,0.11136,0.11008,115.990784,530.64064,551.346944,812.736512,832.098304
0000000066,3,1764419810998598400,0.633088,0.102144,0.101376,95.360512,405.908736,426.46016,661.326336,686.164992
0000000878,11,1764419811016060000,0.460544,0.031232,0.030976,143.93216,593.425408,614.233088,767.283712,789.70496
0000000778,10,1764419811017214200,0.309504,0.03456,0.034304,91.866368,604.975616,625.76256,798.1184,822.662144
0000000366,6,1764419811035046400,0.25472,0.02176,0.021504,80.150016,575.00672,595.934464,812.752896,835.776512
0000000277,5,1764419811040527400,0.398336,0.029184,0.028672,82.511104,602.931968,624.054528,818.695936,839.309568
0000000167,4,1764419811059750100,0.77568,0.315648,0.310016,121.405952,570.45504,591.179008,779.082752,801.704448
0000000976,12,1764419811074151000,0.70912,0.030208,0.030208,100.90496,640.745984,661.521152,862.971136,884.749312
0000000673,9,1764419811081851000,0.290816,0.027648,0.027392,89.456128,519.57504,540.751872,744.839424,768.368384
0000000471,7,1764419811082176800,0.727808,0.0256,0.025344,99.923456,660.541952,683.730688,836.905728,858.794752
0000001071,13,1764419811089365200,0.32256,0.02944,0.028928,99.817984,430.53184,452.236544,674.376448,694.39872
0000000567,8,1764419811094809600,0.566784,0.209152,0.20608,90.633472,532.480512,553.37344,760.240128,781.269248
0000000067,3,1764419811098617000,2.125568,0.023808,0.023552,80.83072,567.771136,589.274112,762.900992,783.15264
0000000879,11,1764419811116394200,0.49024,0.026368,0.025856,56.535552,507.044096,528.001536,717.800704,739.598592
0000000779,10,1764419811117272600,0.72832,0.01792,0.017664,75.902464,639.352832,660.157184,802.960128,823.786496
0000000367,6,1764419811135546000,0.329216,0.02944,0.028928,69.019648,494.59328,515.287296,719.586304,741.594624
0000000278,5,1764419811141076000,0.345088,0.030976,0.030464,143.563776,566.377472,587.467008,724.064,744.409344
0000000168,4,1764419811159790600,0.576,0.205824,0.197632,54.287616,587.373568,608.353792,761.523456,783.216128
0000000977,12,1764419811174457600,0.244224,0.023296,0.022784,127.364864,674.699008,696.829696,859.118592,881.02272
0000000674,9,1764419811182141200,1.713408,1.188096,1.185536,106.292224,552.615936,574.739968,699.626752,722.659584
0000000472,7,1764419811182302700,0.361216,0.029696,0.029184,81.939968,569.595648,590.541312,751.003136,773.526016
0000001072,13,1764419811189469400,0.543744,0.025856,0.025344,121.321728,656.737536,677.65888,831.0016,851.994368
0000000568,8,1764419811194769400,0.522496,0.030976,0.03072,94.249728,531.131392,552.140544,667.1552,688.542464
0000000068,3,1764419811198892300,0.575232,0.035328,0.034816,78.979584,563.1296,584.534016,765.356288,787.66848
0000000880,11,1764419811216506000,0.785152,0.028672,0.02816,145.826816,629.71648,650.633984,807.49696,828.562944
0000000780,10,1764419811218005500,0.363264,0.028928,0.028672,171.808256,632.608256,654.064384,806.785792,828.400384
0000000368,6,1764419811235717000,0.519168,0.02816,0.027904,90.262784,595.73888,616.548352,773.271552,796.082176
0000000279,5,1764419811241205000,0.326656,0.02688,0.026368,73.552128,569.914624,590.854144,745.695744,769.603328
0000000169,4,1764419811260079600,0.460288,0.020992,0.020736,114.34752,581.632,603.60448,765.303552,786.508544
0000000978,12,1764419811274451500,0.375552,0.031488,0.031232,117.626112,583.340288,605.155584,782.802432,804.835072
0000000473,7,1764419811282478800,4.006912,0.17408,0.172544,130.045952,657.287424,678.167296,819.051264,844.61056
0000000675,9,1764419811283436000,0.617728,0.031488,0.030976,84.721408,537.517056,558.564608,717.567232,755.347456
0000001073,13,1764419811289817600,2.902528,0.039168,0.038912,108.748032,636.032256,657.110272,841.511936,863.96928
0000000569,8,1764419811294882000,0.281344,0.02816,0.027392,110.574336,637.358848,658.091776,816.868864,841.111552
0000000069,3,1764419811298958600,0.313856,0.026112,0.025856,86.362624,554.488064,575.772928,730.902016,753.387008
0000000881,11,1764419811316777500,0.23168,0.0192,0.018944,98.757376,583.632896,605.211136,829.580032,852.693248
0000000781,10,1764419811318043600,0.673792,0.036608,0.036352,140.646656,619.144192,640.61568,832.312576,854.797568
0000000369,6,1764419811335954700,0.430336,0.034048,0.033792,121.013504,523.06304,544.168192,747.22176,769.721088
0000000280,5,1764419811341280000,0.412416,0.025856,0.025344,67.839232,524.906752,545.907712,668.667904,693.598208
0000000170,4,1764419811360429600,0.519168,0.087808,0.086784,91.90784,578.73024,599.566336,791.656704,812.837888
0000000979,12,1764419811374825700,0.45312,0.117248,0.116736,89.306112,569.81248,590.662144,785.348864,807.279104
0000000474,7,1764419811382727400,0.447232,0.015104,0.014848,114.605312,631.26016,654.19648,816.39424,838.27072
0000000676,9,1764419811383872300,0.319488,0.057856,0.057088,94.321152,599.555072,620.486656,739.733248,762.455808
0000001074,13,1764419811392380400,1.170432,0.090368,0.090112,98.394368,522.677504,543.442688,650.89152,672.312832
0000000570,8,1764419811395273500,0.763392,0.039424,0.038912,93.34272,540.358656,561.951744,734.707456,758.513664
0000000070,3,1764419811399449900,0.312576,0.02816,0.022528,94.226944,613.258496,638.483968,828.312832,852.009216
0000000882,11,1764419811416977400,6.454272,0.058624,0.058112,180.46208,599.714048,620.337664,811.243008,836.007168
0000000782,10,1764419811418352400,0.579328,0.266496,0.26496,68.68864,570.504448,591.331072,746.478336,767.558656
0000000370,6,1764419811436006700,0.89728,0.025344,0.025088,47.561216,492.447232,512.923392,666.892032,690.992128
0000000281,5,1764419811441421000,0.371968,0.07168,0.071424,180.480768,675.61088,702.40128,821.803776,843.676672
0000000171,4,1764419811461823000,0.548096,0.051968,0.051456,133.879552,536.484864,558.511872,701.583872,725.871104
0000000980,12,1764419811475113200,0.50944,0.039168,0.023808,162.618368,687.415296,708.984064,950.22976,972.431872
0000000475,7,1764419811483229700,0.352256,0.03712,0.036864,148.162816,610.559744,631.85408,861.965056,882.851072
0000000677,9,1764419811483829800,0.378112,0.030464,0.030208,148.92288,645.805824,666.685952,871.552512,892.45184
0000001075,13,1764419811492735700,0.542464,0.033792,0.033536,126.560256,647.501312,669.476608,871.545856,896.61312
0000000571,8,1764419811498468400,0.68608,0.100352,0.099072,134.419712,616.177664,639.119872,828.36992,850.04416
0000000071,3,1764419811499801000,0.436736,0.03584,0.035584,147.484672,623.673344,645.579264,837.120512,858.552064
0000000883,11,1764419811517211100,0.432128,0.025344,0.025088,132.576,492.568576,513.693696,640.67072,662.815744
0000000783,10,1764419811518553900,0.552704,0.051456,0.050688,130.614528,592.162816,613.105664,741.000448,762.900736
0000000371,6,1764419811536287000,0.41216,0.023296,0.02304,113.427968,537.673216,559.517696,701.746432,723.845888
0000000282,5,1764419811542026000,0.667904,0.026112,0.025344,178.176256,620.606208,641.892608,717.498112,739.473408
0000000172,4,1764419811562232000,0.546048,0.028672,0.028416,88.857856,597.000448,618.03264,811.990528,834.54336
0000000981,12,1764419811574921000,0.366592,0.03456,0.034304,38.721024,493.164032,514.209536,678.339584,700.748032
0000000476,7,1764419811583464700,0.304128,0.028672,0.02816,137.537536,588.630272,609.254144,790.233088,815.204608
0000000678,9,1764419811584021000,0.596224,0.036608,0.036352,70.940416,556.626176,577.532672,784.593408,806.930688
0000001076,13,1764419811593012200,0.362496,0.027392,0.027136,82.0032,575.606272,598.400512,782.695424,806.91456
0000000572,8,1764419811595280400,0.212992,0.02304,0.022784,130.55616,614.322944,635.219456,782.615296,804.698624
0000000072,3,1764419811599848000,0.365824,0.029952,0.029696,107.27552,504.166912,524.827648,732.358912,755.254784
0000000884,11,1764419811617560600,0.717568,0.12288,0.122624,80.227328,483.45216,504.445184,669.00736,691.642624
0000000784,10,1764419811618634500,0.336128,0.023296,0.02304,95.771904,531.10784,551.959552,746.4256,772.214272
0000000372,6,1764419811638273000,0.508928,0.022016,0.02176,119.271936,577.72928,598.514176,774.871296,796.25088
0000000283,5,1764419811641689300,0.249344,0.02432,0.024064,110.948608,571.623168,592.845568,751.599872,772.863488
0000000173,4,1764419811662292000,0.338432,0.021504,0.021248,139.800064,689.434112,710.601472,842.154752,863.49824
0000000982,12,1764419811674958000,0.28672,0.047104,0.046848,132.030208,694.084096,716.192,868.805632,890.990848
0000000477,7,1764419811684014300,0.308736,0.024064,0.023808,108.275456,540.022016,561.026816,764.41984,787.187712
0000000679,9,1764419811684060700,0.411904,0.060672,0.05888,139.039744,632.923392,654.144,777.10336,798.76864
0000001077,13,1764419811693206000,0.387584,0.079616,0.078336,129.029376,666.585088,687.249408,805.060352,828.283904
0000000573,8,1764419811695601200,0.269824,0.024576,0.02432,114.705664,528.663808,549.25568,750.619392,770.144256
0000000073,3,1764419811700153900,0.43648,0.045312,0.044288,65.769728,518.28864,539.60064,745.018112,768.029696
0000000885,11,1764419811718214700,1.338624,0.024576,0.024576,110.591744,622.521344,643.29088,882.557696,904.196864
0000000785,10,1764419811719045600,0.378112,0.135168,0.134656,109.325312,649.31072,670.05056,807.545344,830.281984
0000000373,6,1764419811738559500,0.716544,0.031488,0.031232,99.15264,626.457088,647.378688,794.08768,815.348224
0000000284,5,1764419811742087700,0.574464,0.031232,0.03072,92.103168,484.970752,506.148864,690.10944,713.8496
0000000174,4,1764419811762496300,1.14304,0.037376,0.03712,82.243584,615.251456,636.77696,795.11168,817.760256
0000000983,12,1764419811775165400,0.464128,0.03072,0.030464,71.7056,554.076416,574.923264,701.711104,724.201472
0000000478,7,1764419811784100400,0.425216,0.02176,0.021504,52.733696,444.05888,465.808896,676.699136,698.99008
0000000680,9,1764419811784110000,0.391424,0.01536,0.01536,118.027008,592.98304,614.919168,844.97664,870.252544
0000001078,13,1764419811793537300,0.299008,0.031232,0.030976,113.340416,588.721152,610.19136,752.08704,772.438272
0000000574,8,1764419811795687000,0.272384,0.022784,0.022528,42.98624,456.788736,478.399488,655.345152,676.521216
0000000074,3,1764419811800981000,0.577792,0.103936,0.075776,122.645504,597.583616,618.364416,782.75456,805.809408
0000000886,11,1764419811818691600,2.97472,0.058624,0.057856,93.218048,422.26816,443.027968,630.473728,652.52736
0000000786,10,1764419811819091200,0.36864,0.032256,0.032,84.538112,560.980224,581.650432,693.197056,714.932992
0000000374,6,1764419811839142400,4.082176,0.04608,0.045824,101.541632,593.204736,614.689792,806.489344,828.43392
0000000285,5,1764419811842730800,0.273152,0.026624,0.026112,109.301504,658.305792,679.01056,869.743872,892.992768
0000000175,4,1764419811862593000,1.099776,0.03072,0.030208,133.738496,680.942848,702.004224,874.16448,893.163776
0000000984,12,1764419811875251700,0.338688,0.032,0.031744,133.363968,635.662592,657.319424,839.628032,860.377088
0000000479,7,1764419811884196000,0.528384,0.048896,0.04864,112.055296,551.492352,573.986048,747.227392,770.2656
0000000681,9,1764419811884260400,0.398336,0.043008,0.04224,54.068992,560.16,580.875776,774.200064,797.239808
0000001079,13,1764419811893595100,0.2496,0.023552,0.023296,90.676736,523.1744,544.359168,646.411008,668.3712
0000000575,8,1764419811895891000,0.426496,0.061696,0.061184,93.748992,648.950784,669.449728,866.907904,889.297408
0000000075,3,1764419811901586000,0.3072,0.033536,0.03328,98.789376,522.735104,545.153024,740.60672,770.211584
0000000787,10,1764419811919305200,0.314112,0.016896,0.016896,93.102336,617.1776,638.319104,868.868864,889.388544
0000000887,11,1764419811920476200,1.109248,0.072192,0.072192,173.644032,605.207552,626.594048,818.832896,839.79904
0000000375,6,1764419811940036600,0.310272,0.062976,0.062464,81.438976,598.066176,619.418112,760.773376,781.880576
0000000286,5,1764419811943101200,0.406272,0.032256,0.032,87.941888,593.622528,614.853376,784.77184,806.705152
0000000176,4,1764419811963107800,0.336128,0.037888,0.037632,135.90144,686.285568,707.650048,901.100032,922.86976
0000000985,12,1764419811975569400,0.24704,0.027136,0.02688,129.02784,571.954944,593.46688,773.96608,796.229888
0000000480,7,1764419811985120300,0.411904,0.035584,0.034816,98.97344,470.32576,490.935552,660.868608,682.44736
0000000682,9,1764419811986092500,0.499968,0.033536,0.03328,93.659136,625.711872,646.37184,821.645056,842.756352
0000001080,13,1764419811993718300,0.448512,0.061696,0.060416,110.696448,658.564608,679.268864,923.329024,944.95232
0000000576,8,1764419811995887000,0.50432,0.021248,0.020992,250.108416,763.330048,784.475904,947.96672,969.992704
0000000076,3,1764419812001799700,0.398592,0.039168,0.038912,98.953984,522.570752,543.311104,714.546688,738.628608
0000000888,11,1764419812019800300,0.365312,0.02944,0.028928,102.644224,613.480192,634.985472,827.672064,849.77536
0000000788,10,1764419812020106500,4.346112,4.015872,4.01536,222.92992,740.856576,762.128896,956.081408,977.453312
0000000376,6,1764419812039014400,0.57088,0.16896,0.168192,111.410432,617.965568,638.747136,774.49088,797.12256
0000000287,5,1764419812043001000,0.262144,0.018432,0.018432,97.037568,598.034688,619.029248,800.267008,822.432512
0000000177,4,1764419812063316700,0.312832,0.029952,0.029696,151.592704,656.99584,677.964544,813.767168,834.945024
0000000986,12,1764419812075791000,0.413952,0.031744,0.031488,158.553088,569.782016,590.914304,755.233024,777.485056
0000000481,7,1764419812085171700,0.414976,0.030464,0.029952,126.706432,466.21056,487.35616,672.423168,693.459712
0000000683,9,1764419812085970400,0.663552,0.041984,0.041728,171.533824,680.827136,702.738688,894.505472,916.293376
0000001081,13,1764419812094021400,0.580864,0.026112,0.0256,139.069952,674.74176,695.501056,878.017536,901.668864
0000000577,8,1764419812096197000,0.926464,0.091392,0.081408,152.196608,535.04,556.647936,754.119936,776.176896
0000000077,3,1764419812102423800,0.573184,0.222208,0.220416,158.20288,635.912704,656.721664,847.953408,875.766784
0000000889,11,1764419812120183000,0.515328,0.03968,0.039168,145.42336,517.088768,537.817856,699.696896,721.998592
0000000789,10,1764419812120227600,0.470272,0.022016,0.02176,145.327104,593.631744,615.911424,776.608512,798.516224
0000000377,6,1764419812139187500,1.316608,0.030208,0.029952,128.903936,607.070976,629.776128,800.476416,820.976896
0000000288,5,1764419812143856400,1.392384,0.02432,0.024064,128.007168,681.929216,703.80544,843.65184,864.419072
0000000178,4,1764419812163467800,1.357056,0.020736,0.02048,108.875264,584.617216,605.947648,803.394304,825.101056
0000000987,12,1764419812175936800,1.294848,0.083968,0.083456,141.536512,558.11584,579.0208,753.915904,776.0704
0000000482,7,1764419812185526000,0.320256,0.026624,0.026368,86.893056,542.122752,563.53664,737.71648,759.03744
0000000684,9,1764419812187031300,0.311552,0.033792,0.033536,87.032064,565.339392,585.97632,775.738112,796.908032
0000001082,13,1764419812194819300,0.539904,0.044544,0.044032,84.735488,561.142784,582.390528,769.92896,793.02272
0000000578,8,1764419812196523000,0.404224,0.037376,0.036864,78.850816,568.569344,589.455616,787.986688,810.965248
0000000078,3,1764419812202876000,0.339712,0.027136,0.02688,73.380864,572.774912,593.730816,777.241344,797.591296
0000000790,10,1764419812220773600,0.551936,0.0448,0.044544,103.4304,610.368,631.310848,809.805056,833.162496
0000000890,11,1764419812220873000,0.428032,0.132096,0.13184,54.493952,531.237888,552.20992,762.237184,784.59136
0000000378,6,1764419812239503400,0.387584,0.0832,0.082176,88.51328,532.309504,553.75104,733.91872,753.947904
0000000289,5,1764419812244036400,0.388352,0.041984,0.041728,90.510848,595.94368,616.691968,746.17472,767.422976
0000000179,4,1764419812263898400,1.033728,0.035328,0.034816,83.963904,517.296384,538.891776,717.852672,741.699072
0000000988,12,1764419812275993900,0.757248,0.216064,0.215296,96.55808,541.354752,562.331136,739.155712,761.300736
0000000483,7,1764419812285888300,2.008832,0.036096,0.03584,77.820928,491.782912,512.565504,702.125312,724.387584
0000000685,9,1764419812287335700,1.299968,0.097536,0.097024,110.040832,549.606144,570.92608,724.569856,745.938432
0000001083,13,1764419812295487200,0.756224,0.036096,0.03456,132.635136,659.33056,681.091072,869.634816,891.624192
0000000579,8,1764419812296569300,0.41472,0.027904,0.027392,116.957184,637.171712,659.312384,840.242688,863.995648
0000000079,3,1764419812303079200,0.609536,0.058112,0.057856,125.015296,537.960192,558.843136,722.174464,744.687616
0000000891,11,1764419812320862200,0.531712,0.038656,0.0384,103.583744,531.45728,552.443904,710.421248,732.610816
0000000791,10,1764419812321171000,0.379136,0.034304,0.033792,88.52224,513.72288,535.30368,707.591168,728.6784
0000000379,6,1764419812340044300,0.50816,0.069888,0.067328,93.539072,575.932416,597.376256,716.415744,738.47168
0000000290,5,1764419812344177700,0.446464,0.039936,0.039424,115.875584,629.160192,650.214656,833.15456,854.210048
0000000180,4,1764419812365721000,0.565248,0.089344,0.06784,77.38496,596.130304,617.8432,812.488192,832.404736
0000000989,12,1764419812376183800,0.465152,0.097536,0.095488,78.32064,535.061504,555.783168,688.761344,710.093824
0000000484,7,1764419812387328500,0.594944,0.121856,0.112384,129.231872,586.40384,607.057408,750.777088,773.069568
0000000686,9,1764419812387456300,0.458752,0.039424,0.039168,60.924928,581.144832,602.211584,759.12192,781.619712
0000001084,13,1764419812395791600,0.710912,0.033536,0.03328,65.644544,528.771328,550.16192,700.652288,722.374912
0000000580,8,1764419812396959000,0.80768,0.028928,0.028672,43.024128,446.810112,467.67616,623.24224,644.521472
0000000080,3,1764419812403844900,0.432896,0.042752,0.036864,108.062208,576.5056,597.142784,755.208704,776.473088
0000000892,11,1764419812421300500,0.319232,0.050688,0.049664,80.762368,542.7136,563.435264,708.27904,730.57024
0000000792,10,1764419812421720300,0.473856,0.031744,0.031488,108.644096,614.451968,635.254016,821.741312,844.727808
0000000380,6,1764419812440805000,1.46944,0.044032,0.043776,157.345024,602.001152,622.76992,803.689984,825.569536
0000000291,5,1764419812444654600,0.203264,0.0192,0.018944,82.414848,515.2832,536.250368,682.869248,708.6848
0000000181,4,1764419812465960400,0.282624,0.031232,0.030976,127.21152,576.885504,597.61536,762.085888,783.245824
0000000990,12,1764419812476445200,0.354304,0.022784,0.022528,131.097856,562.82752,583.483904,729.19424,752.818944
0000000687,9,1764419812487806000,0.666368,0.301824,0.290816,133.36448,666.960128,687.699456,862.783232,885.128448
0000000485,7,1764419812488245800,0.464896,0.031488,0.03072,119.118592,557.307136,577.908224,746.636544,768.451584
0000001085,13,1764419812496002800,0.42112,0.055296,0.05504,54.159104,626.198272,648.52864,809.917696,830.59456
0000000581,8,1764419812496985600,0.342784,0.036352,0.036096,111.647744,620.02944,640.631552,814.859264,837.81376
0000000081,3,1764419812504492800,0.699904,0.034304,0.034048,97.018368,542.194432,563.027712,738.937856,761.819136
0000000893,11,1764419812521187000,1.115392,0.032,0.031744,99.30368,525.249792,546.909952,722.915328,745.216768
0000000793,10,1764419812521834200,0.434176,0.027392,0.027136,105.997312,637.842688,658.480896,794.126592,830.116608
0000000381,6,1764419812540661000,0.687104,0.044544,0.043776,76.2752,489.149184,510.016256,642.652672,666.73024
0000000292,5,1764419812545239000,0.695296,0.10752,0.107008,103.36256,588.071424,609.56416,793.495296,814.306048
0000000182,4,1764419812566431000,0.387072,0.031744,0.031232,70.446592,502.416384,523.314176,694.55104,715.610112
0000000991,12,1764419812576779500,0.3072,0.049152,0.04864,126.527488,591.3408,612.358144,756.579328,779.013888
0000000688,9,1764419812588123100,0.8832,0.045824,0.045312,118.121984,583.932928,605.752576,736.485632,758.66368
0000000486,7,1764419812588564500,0.556032,0.03584,0.035328,125.00608,554.019328,575.232768,756.79616,778.750976
