gnbid,type,timestamp,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000001086,13,1764419812596207900,1.380864,0.033024,0.032512,155.33056,580.952064,601.981696,761.417472,783.196672
0000000582,8,1764419812597537300,0.292352,0.020992,0.020736,118.504704,580.1792,601.559552,747.966976,769.572096
0000000082,3,1764419812604590000,0.56192,0.035584,0.035328,96.054784,567.610624,588.33664,794.204416,822.306816
0000000894,11,1764419812622031000,1.209856,0.080896,0.079616,101.602304,557.569536,578.083072,735.418112,757.23008
0000000794,10,1764419812622384400,0.468224,0.030464,0.029952,111.298048,538.925568,559.434752,728.042496,750.808064
0000000382,6,1764419812641655800,0.320256,0.022784,0.022528,100.188672,541.344256,564.282112,635.879168,657.934592
0000000293,5,1764419812645869300,0.416768,0.032256,0.032,110.501888,590.228992,611.535872,789.098496,822.191872
0000000183,4,1764419812666944000,0.26752,0.02944,0.029184,163.88864,567.401728,589.080064,764.383744,784.318976
0000000992,12,1764419812677460000,0.326144,0.026368,0.026112,86.327296,547.92832,568.7872,736.66816,758.990336
0000000689,9,1764419812688508400,0.358912,0.044288,0.043008,80.690944,526.886656,548.49792,742.663424,763.21792
0000000487,7,1764419812688603600,0.265728,0.03072,0.030464,80.080128,529.134336,550.535168,724.292864,749.641472
0000001087,13,1764419812696496600,0.37504,0.053504,0.052992,162.633216,600.101632,620.972288,749.328128,771.566336
0000000583,8,1764419812697884000,0.345088,0.026624,0.026368,125.71264,489.218304,510.10688,709.326336,732.008192
0000000083,3,1764419812704695600,1.199104,0.039424,0.038656,115.140352,589.992448,610.571776,771.483392,793.056256
0000000895,11,1764419812721819000,2.180864,0.027392,0.027136,105.362944,509.511936,531.226368,709.499648,730.89792
0000000795,10,1764419812723028200,1.08928,0.065792,0.06528,122.58944,629.963008,653.182208,806.017536,827.743488
0000000383,6,1764419812743244000,0.507648,0.021248,0.020992,126.42048,610.613248,632.088832,803.126528,845.492224
0000000294,5,1764419812746188000,0.660224,0.224,0.22272,115.553024,598.130432,618.92352,769.95968,792.258304
0000000184,4,1764419812767672000,1.181952,0.082688,0.081152,105.935104,579.871232,600.588544,740.585472,763.479808
0000000993,12,1764419812777881600,1.049344,0.027392,0.027136,101.41056,579.883776,600.61184,781.703424,814.789376
0000000690,9,1764419812788947500,0.27136,0.02688,0.026368,85.617408,599.687424,621.194752,763.823104,799.811072
0000000488,7,1764419812789043000,1.171712,0.02048,0.020224,123.411456,571.820288,592.459776,761.922304,803.461376
0000001088,13,1764419812796860400,0.324352,0.035072,0.03456,138.491392,598.905088,622.024704,793.534208,817.625344
0000000584,8,1764419812798209800,0.822272,0.054016,0.052992,81.47712,540.61312,561.500416,723.379712,745.14944
0000000084,3,1764419812804856300,0.377856,0.026368,0.026112,74.690048,546.587136,567.998208,728.311552,750.572288
0000000896,11,1764419812822529800,1.058816,0.183296,0.1728,69.867008,525.060864,545.630208,762.417408,782.217472
0000000796,10,1764419812823066000,0.36992,0.027904,0.027648,87.875584,507.053568,527.685376,684.68736,705.919744
0000000384,6,1764419812842741500,0.803584,0.099072,0.097536,87.933952,477.258496,498.49984,652.932864,674.4192
0000000295,5,1764419812846618400,1.919744,0.058368,0.057344,80.106496,515.8784,536.52864,670.8672,692.962816
0000000185,4,1764419812867881500,0.611072,0.10112,0.100864,59.993856,504.584704,525.364736,678.415104,722.079744
0000000994,12,1764419812877972200,0.893184,0.063488,0.062976,66.39104,426.748928,447.66208,554.57024,576.836608
0000000691,9,1764419812890467300,0.593152,0.04864,0.048384,171.110912,525.793024,546.767872,715.60192,744.428032
0000000489,7,1764419812890719500,0.405504,0.039936,0.039168,62.290432,512.958208,536.290048,656.122624,698.546432
0000001089,13,1764419812897056800,0.26368,0.031744,0.031488,51.125504,467.160064,487.871744,638.15552,691.249152
0000000585,8,1764419812898530800,0.32768,0.04608,0.045312,137.9136,648.798208,669.650432,,
0000000085,3,1764419812905174300,0.386304,0.026368,0.026112,63.457024,501.122816,522.221824,710.516224,731.790336
0000000897,11,1764419812922609400,0.435712,0.02688,0.026624,136.22144,570.697216,591.451136,700.758016,722.547712
0000000797,10,1764419812923511000,0.398336,0.022272,0.022016,148.613632,612.201728,633.175808,,
0000000385,6,1764419812943096300,0.758528,0.046592,0.045568,107.704576,610.543104,631.703808,,
0000000296,5,1764419812946553300,0.388352,0.115968,0.1152,107.66592,595.009792,616.39424,,
0000000186,4,1764419812968932400,2.166528,0.096768,0.096,106.649344,548.90752,570.316032,,
0000000995,12,1764419812978222300,0.544768,0.037376,0.03712,102.966528,613.491712,635.984384,,
0000000490,7,1764419812990748000,0.32384,0.033024,0.032768,86.665216,544.962048,565.926912,,
0000000692,9,1764419812990833700,0.27392,0.020992,0.020224,87.318528,509.203456,530.432768,,
0000001090,13,1764419812997510000,0.263424,0.02816,0.027904,92.788736,527.767552,549.163776,,
0000000586,8,1764419812998547700,0.42368,0.018688,0.018432,80.765952,420.13824,441.053952,612.626944,633.494016
0000000086,3,1764419813005767700,0.428544,0.074752,0.073984,75.819264,544.64512,565.871872,,
0000000898,11,1764419813023417000,0.3392,0.03456,0.034304,59.698944,526.749184,547.63776,,
0000000798,10,1764419813024002600,0.593152,0.04096,0.040704,57.066752,507.512832,528.312832,,
0000000386,6,1764419813043059500,0.237056,0.020736,0.02048,76.093184,371.864576,395.773696,555.442432,577.975552
0000000297,5,1764419813046566100,0.745728,0.092928,0.092672,80.93312,374.583808,395.12448,550.67648,572.296704
0000000187,4,1764419813069127200,0.404736,0.049664,0.049408,78.866944,486.871552,507.629312,,
0000000996,12,1764419813078810000,0.214272,0.014592,0.014592,174.199296,630.978304,652.18432,,
0000000693,9,1764419813091686000,0.360704,0.051968,0.050688,133.34784,518.49856,539.286528,,
0000000491,7,1764419813091918300,0.27264,0.034304,0.033792,124.946432,601.984512,622.823936,,
0000001091,13,1764419813097535700,0.265984,0.022272,0.022016,56.335872,411.671808,432.920064,,
0000000587,8,1764419813098982400,0.352256,0.024576,0.02432,40.03072,505.413632,526.183936,,
0000000087,3,1764419813106166800,0.552704,0.030464,0.030208,133.231872,613.986048,634.700544,,
0000000899,11,1764419813124129300,0.745728,0.08704,0.067072,68.187648,416.971008,437.456128,,
0000000799,10,1764419813124277000,0.331264,0.0448,0.044288,93.133824,476.823808,498.579712,,
0000000387,6,1764419813143277800,0.562688,0.032256,0.032,115.776256,524.457216,547.660032,,
0000000298,5,1764419813146893800,1.3056,0.037888,0.037632,94.185984,508.546048,530.64704,,
0000000188,4,1764419813169797400,0.488192,0.041728,0.041472,85.659648,546.454784,567.70944,,
0000000997,12,1764419813179322400,0.594688,0.01792,0.017664,79.017216,524.463616,546.55488,,
0000000694,9,1764419813191923700,0.397312,0.032512,0.032256,64.407296,428.999424,450.429696,,
0000000492,7,1764419813192365000,0.473344,0.018944,0.018688,68.741632,520.854784,541.782016,,
0000001092,13,1764419813197924900,0.392448,0.064256,0.06272,108.395776,538.946816,559.768576,,
0000000588,8,1764419813199221200,0.169728,0.014592,0.014336,117.391616,477.080576,499.190528,,
0000000088,3,1764419813206412300,1.552128,0.035328,0.034816,99.690752,513.298688,534.488832,,
0000000800,10,1764419813224109300,0.539904,0.028416,0.02816,89.331968,385.530624,406.042112,,
0000000900,11,1764419813224245500,0.278272,0.013056,0.0128,74.46656,489.1136,510.077696,,
0000000388,6,1764419813243565600,0.854528,0.117504,0.116736,88.317184,365.210368,385.891584,,
0000000299,5,1764419813247095300,0.569344,0.027136,0.026368,152.406784,548.797696,569.561856,,
0000000189,4,1764419813270151400,0.975616,0.067072,0.066816,133.15712,497.303296,517.964032,,
0000000998,12,1764419813279617500,0.327424,0.024064,0.024064,80.921344,496.695808,518.3936,,
0000000695,9,1764419813291908600,0.448256,0.0384,0.038144,39.713024,471.014912,491.766784,,
0000000493,7,1764419813292459300,1.199104,0.0256,0.025344,115.601408,489.477632,510.019328,,
0000001093,13,1764419813297857300,0.306944,0.064768,0.057344,40.864768,425.544704,446.755584,,
0000000589,8,1764419813299463700,0.935424,0.03072,0.030208,96.179968,427.087616,448.756224,,
0000000089,3,1764419813306992400,0.72448,0.178176,0.177664,92.295168,421.853696,442.535936,,
0000000801,10,1764419813324508200,1.585152,0.046848,0.04608,92.081152,446.781696,467.750656,,
0000000901,11,1764419813324947500,0.318208,0.018688,0.018432,117.174528,466.713088,487.277824,,
0000000389,6,1764419813344980000,0.378624,0.022528,0.022272,103.14112,438.523136,459.617024,,
0000000300,5,1764419813347278000,0.378624,0.036096,0.03584,108.04224,479.080704,500.135936,,
0000000190,4,1764419813370189800,0.832768,0.044288,0.044032,85.889792,416.92672,438.7136,,
0000000999,12,1764419813379678000,0.23424,0.018432,0.018176,129.06112,514.951168,535.486208,,
0000000696,9,1764419813392284200,0.510464,0.031488,0.031232,119.534592,436.413184,457.225728,,
0000000494,7,1764419813392627200,0.445952,0.075264,0.074496,96.908288,391.87328,412.573952,,
0000001094,13,1764419813397961200,0.931328,0.029952,0.029696,91.186944,394.871296,415.448576,,
0000000590,8,1764419813399504400,0.273152,0.025344,0.025088,97.52576,455.853568,476.635136,,
0000000090,3,1764419813406850300,0.416768,0.045568,0.045312,121.529856,485.403136,507.18336,,
0000000802,10,1764419813424922400,0.460288,0.02816,0.027904,160.671744,480.730368,501.338368,,
0000000902,11,1764419813425272000,0.19968,0.022784,0.022528,98.307328,404.554496,425.64736,,
0000000390,6,1764419813445346800,0.486912,0.023552,0.023296,95.590912,447.06432,467.781376,,
0000000301,5,1764419813447339500,0.428288,0.063488,0.056064,76.349696,415.36768,436.160512,,
0000000191,4,1764419813470541600,0.464896,0.122112,0.116224,60.460288,402.997504,424.086272,,
0000001000,12,1764419813479932700,0.516864,0.050432,0.049664,117.988608,405.572608,426.921728,,
0000000697,9,1764419813492440800,0.366592,0.120064,0.106752,87.607552,405.530624,426.808064,,
0000000495,7,1764419813493197800,0.460288,0.034304,0.034048,91.133696,449.659136,470.348288,,
0000001095,13,1764419813498252800,0.445696,0.023296,0.02304,97.84704,481.249792,502.026752,,
0000000591,8,1764419813499701200,0.354048,0.04608,0.037888,117.534976,409.758976,431.124224,,
0000000091,3,1764419813507128000,0.616704,0.031744,0.031488,115.613184,398.587392,420.9088,,
0000000803,10,1764419813524979000,0.395264,0.026624,0.026368,101.93536,400.7936,421.57824,,
0000000903,11,1764419813525500000,0.431104,0.026624,0.025856,102.454528,459.579648,481.587968,,
0000000391,6,1764419813545483800,0.317184,0.0384,0.037888,88.49664,366.883584,387.822336,,
0000000302,5,1764419813547444000,0.31872,0.027648,0.027392,116.932608,364.09344,385.177856,,
0000000192,4,1764419813570841000,0.54912,0.068608,0.067584,121.431808,373.90592,394.81984,,
0000001001,12,1764419813580093200,0.443136,0.02432,0.023808,116.75136,423.387392,444.806656,,
0000000698,9,1764419813592834300,0.51584,0.130816,0.127744,79.35616,407.013632,427.766528,,
0000000496,7,1764419813593409800,0.337664,0.022528,0.022272,173.995264,405.804544,426.611456,,
0000001096,13,1764419813598432800,0.493312,0.020224,0.019968,197.02656,428.675328,450.489344,,
0000000592,8,1764419813599774700,0.636928,0.025856,0.0256,76.744192,337.600768,358.486784,,
0000000092,3,1764419813607557000,0.485888,0.028672,0.028416,69.353984,310.443776,331.238656,,
0000000904,11,1764419813625626400,0.216064,0.015872,0.015616,153.847808,368.412928,389.06368,,
0000000804,10,1764419813625827800,0.328192,0.019456,0.0192,58.065152,317.287936,338.132224,,
0000000392,6,1764419813647049200,0.608,0.026624,0.026368,55.273216,297.818624,318.703616,,
0000000303,5,1764419813647635700,0.283648,0.084736,0.084224,53.528832,360.261376,380.872192,,
0000000193,4,1764419813670950400,2.05312,0.052224,0.051712,89.380864,326.88384,349.125376,,
0000001002,12,1764419813680840200,0.395264,0.048128,0.047872,92.609024,309.073408,330.572544,,
0000000699,9,1764419813693123600,0.562432,0.028416,0.02816,107.691776,322.09664,343.730176,,
0000000497,7,1764419813694938000,0.32384,0.02304,0.022784,92.205056,306.112256,326.68544,,
0000001097,13,1764419813699019300,0.22272,0.01792,0.017664,98.516736,343.808256,364.977664,,
0000000593,8,1764419813700511500,0.690944,0.026112,0.0256,90.96832,341.043968,361.866496,,
0000000093,3,1764419813707899000,0.31744,0.027392,0.027136,76.817152,400.955904,422.145536,,
0000000905,11,1764419813726075400,0.626432,0.028928,0.028416,107.8272,326.305536,347.26528,,
0000000805,10,1764419813726694700,4.100608,0.143616,0.139264,98.701824,321.17376,342.062592,,
0000000393,6,1764419813747202600,0.391936,0.043264,0.042752,84.792832,306.148864,328.054528,,
0000000304,5,1764419813748070000,0.356352,0.02304,0.022528,105.384192,341.410048,362.72384,,
0000000194,4,1764419813771018500,0.470784,0.055808,0.055552,68.051456,327.554304,348.194048,,
0000001003,12,1764419813780892200,0.40192,0.021248,0.020992,78.828288,271.454464,292.401664,,
0000000700,9,1764419813793429800,0.343552,0.033792,0.033536,63.767552,262.400768,283.650304,,
0000000498,7,1764419813795187000,0.246272,0.04352,0.042496,51.617024,321.406976,342.568704,,
0000001098,13,1764419813799126800,0.659456,0.020224,0.019968,101.567488,349.606656,370.377216,,
0000000594,8,1764419813800811300,0.199424,0.022272,0.022016,87.017472,282.756096,303.758336,,
0000000094,3,1764419813808458000,0.443648,0.039424,0.039168,131.101952,370.06848,390.895872,,
0000000906,11,1764419813826362600,0.432896,0.029696,0.029184,18.509568,281.224192,301.750784,,
0000000806,10,1764419813827434200,0.925952,0.023808,0.023552,66.051072,277.087232,297.746688,,
0000000394,6,1764419813848207400,0.29952,0.039936,0.03968,56.815616,244.969216,266.087168,,
0000000305,5,1764419813848561200,3.0976,0.075264,0.074752,57.541632,274.810112,295.728128,,
0000000195,4,1764419813871220700,0.523776,0.031232,0.03072,77.980416,273.232896,293.886464,,
0000001004,12,1764419813881041200,0.21376,0.022784,0.022528,27.052288,260.284928,280.99328,,
0000000701,9,1764419813893767400,0.538368,0.103424,0.1024,48.602624,300.625408,321.36832,,
0000000499,7,1764419813895565800,0.311808,0.0384,0.038144,88.481536,252.889088,273.882112,,
0000001099,13,1764419813899492000,0.325376,0.029184,0.028672,107.193088,302.513408,323.51488,,
0000000595,8,1764419813900984800,0.37248,0.026368,0.026112,47.30112,252.326656,273.452544,,
0000000095,3,1764419813908541700,0.562432,0.09472,0.093952,45.528064,325.713408,346.63552,,
0000000907,11,1764419813926638800,0.571904,0.067072,0.066304,80.09344,275.459072,297.18016,,
0000000807,10,1764419813927621600,0.255232,0.032,0.031488,29.268736,236.213248,258.468608,,
0000000395,6,1764419813948736300,0.254976,0.018688,0.018432,50.81472,266.459648,287.868928,,
0000000306,5,1764419813949098800,0.5056,0.229888,0.229376,36.41856,250.61376,271.730176,,
0000000196,4,1764419813971428600,0.38784,0.025344,0.025088,66.364672,235.634688,256.365568,,
0000001005,12,1764419813981355800,0.618752,0.021504,0.021248,73.537024,314.950912,335.659264,,
0000000702,9,1764419813994215700,1.079808,0.391168,0.388608,66.232064,251.21664,271.78496,,
0000000500,7,1764419813995775500,0.340992,0.019712,0.019712,59.049984,300.544512,321.221632,,
0000001100,13,1764419814000011800,0.513792,0.027136,0.02688,64.965376,284.450816,305.834752,,
0000000596,8,1764419814001211400,0.324096,0.09856,0.098048,85.622016,268.61312,289.877504,,
0000000096,3,1764419814008713700,0.347904,0.047872,0.04736,98.329344,281.299712,301.854208,,
0000000908,11,1764419814026759200,0.518144,0.04608,0.045824,65.620992,245.517312,266.289664,,
0000000808,10,1764419814028082700,0.361472,0.030464,0.029952,61.212928,208.102912,228.805632,,
0000000396,6,1764419814049163000,0.416768,0.027136,0.02688,65.278464,249.486848,270.6048,,
0000000307,5,1764419814051641600,0.546304,0.091904,0.09088,49.515776,193.088512,214.472704,,
0000000197,4,1764419814071509000,0.421632,0.029952,0.029184,30.062592,229.465344,250.882816,,
0000001006,12,1764419814082110700,0.851968,0.088832,0.088576,84.12928,267.168,288.852224,,
0000000703,9,1764419814095494100,0.306944,0.028416,0.02816,48.110592,248.761856,269.48352,,
0000000501,7,1764419814096308700,0.343296,0.068608,0.068096,59.932672,240.896,262.109184,,
0000001101,13,1764419814100304400,1.819904,0.178176,0.177664,94.11712,247.036416,269.634816,,
0000000597,8,1764419814101400800,0.229888,0.027904,0.027648,46.7072,207.417088,228.387584,,
0000000097,3,1764419814108884700,0.225536,0.044544,0.044032,63.551744,234.429184,255.687168,,
0000000909,11,1764419814126932000,0.352256,0.026624,0.026112,41.692928,212.373504,233.179136,,
0000000809,10,1764419814128270600,0.367616,0.025088,0.024576,76.306688,224.355584,246.158592,,
0000000397,6,1764419814149028600,0.934656,0.358144,0.354304,49.688064,224.882688,245.761024,,
0000000308,5,1764419814149029000,0.365824,0.02432,0.024064,89.00352,222.107392,243.031808,,
0000000198,4,1764419814171607800,0.334848,0.031488,0.030976,46.745856,184.98944,206.106624,,
0000001007,12,1764419814182254800,0.432896,0.040192,0.039936,66.853376,220.631808,241.345024,,
0000000704,9,1764419814196105700,0.444928,0.02816,0.027904,64.804864,222.380544,243.07712,,
0000000502,7,1764419814196373200,0.255232,0.032,0.031488,46.71872,194.959104,216.510464,,
0000001102,13,1764419814200294000,0.3392,0.037376,0.036864,47.533568,159.726592,180.566784,,
0000000598,8,1764419814201741600,0.402944,0.119808,0.11904,49.005312,159.070464,180.014336,,
0000000098,3,1764419814209073700,0.42496,0.03968,0.039424,49.241856,165.405952,186.312704,,
0000000910,11,1764419814227393800,0.347392,0.071936,0.071168,66.010112,189.123072,209.856512,,
0000000810,10,1764419814228636400,0.429056,0.027904,0.027648,31.937024,219.598592,240.749056,,
0000000309,5,1764419814249179600,0.329216,0.021248,0.020992,41.415424,200.228096,221.024256,,
0000000398,6,1764419814249316000,0.256,0.021248,0.020992,36.8128,153.577216,174.283776,,
0000000199,4,1764419814271903200,0.4672,0.057088,0.046592,58.815488,300.456192,321.015296,,
0000001008,12,1764419814282829300,0.510976,0.074496,0.073472,46.142976,159.298816,180.16128,,
0000000503,7,1764419814296420600,0.608,0.020992,0.02048,41.13408,174.617856,195.22176,,
0000000705,9,1764419814296700000,0.312576,0.019456,0.0192,83.344128,165.992704,186.980864,,
0000001103,13,1764419814300813800,0.494336,0.032768,0.032512,75.916544,170.368768,190.95168,,
0000000599,8,1764419814302060000,0.373504,0.036608,0.036352,34.042368,137.397248,158.108928,,
0000000099,3,1764419814310058000,0.293888,0.031744,0.031488,65.221632,291.928832,312.699136,,
0000000911,11,1764419814328129500,0.501504,0.02944,0.029184,27.04256,132.381184,153.2096,,
0000000811,10,1764419814328949200,0.232192,0.022016,0.02176,52.953088,134.714368,155.574016,,
0000000399,6,1764419814349455000,0.486144,0.029184,0.028928,43.734016,292.679936,313.335296,,
0000000310,5,1764419814349521700,0.365312,0.017408,0.017152,41.056256,115.460608,136.23168,,
0000000200,4,1764419814372193000,0.34048,0.025856,0.0256,192.701696,226.671616,247.4752,,
0000001009,12,1764419814383044400,0.422912,0.03072,0.030464,46.043648,94.342144,114.833152,,
0000000504,7,1764419814396607000,0.577536,0.038656,0.0384,29.541888,106.490112,127.064576,,
0000000706,9,1764419814397000400,0.299776,0.02304,0.022528,36.338944,91.02208,111.660288,,
0000001104,13,1764419814401087700,0.899072,0.022784,0.022528,30.863616,101.479936,122.14272,,
0000000600,8,1764419814403057200,0.419328,0.037888,0.037632,49.538816,287.231744,308.681984,,
0000000100,3,1764419814410249000,0.714752,0.029184,0.028672,180.551936,203.738624,224.932608,,
0000000912,11,1764419814428670200,0.432384,0.0256,0.025344,43.944448,308.801536,329.795328,,
0000000812,10,1764419814429272000,0.447744,0.01408,0.013824,27.113216,275.94752,297.274112,,
0000000311,5,1764419814449589200,0.21376,0.016896,0.01664,23.856128,56.961792,77.716736,,
0000000400,6,1764419814449734100,0.181504,0.016384,0.016128,184.272128,202.493696,223.331584,,
0000000201,4,1764419814472436200,0.635648,0.031744,0.031488,92.453632,114.456576,135.389952,,
0000001010,12,1764419814483192600,0.791296,0.027392,0.027136,208.752384,323.419648,344.029184,,
0000000505,7,1764419814496915200,0.379648,0.025344,0.025088,11.32928,28.733696,49.519872,,
0000000707,9,1764419814497854500,0.229632,0.02688,0.026624,213.326592,318.643456,339.815936,,
0000001105,13,1764419814501217300,0.448256,0.030464,0.029952,223.190016,327.55072,348.36352,,
0000000601,8,1764419814503425300,0.521472,0.037376,0.03712,174.9184,268.81152,289.572608,,
0000000101,3,1764419814510283000,0.380672,0.026112,0.025856,82.07232,114.898432,135.404544,,
0000000913,11,1764419814529227300,0.431616,0.019456,0.0192,174.49344,294.214656,314.754048,,
0000000813,10,1764419814529458400,0.322816,0.021248,0.020992,161.850368,256.580096,277.484288,,
0000000312,5,1764419814549754600,0.33664,0.02048,0.020224,176.903936,304.5056,325.4784,,
0000000401,6,1764419814549759500,0.220416,0.019456,0.0192,84.493056,107.697664,128.320768,,
0000000202,4,1764419814572615700,0.361728,0.020992,0.020736,7.173888,36.036352,57.294336,,
0000001011,12,1764419814583504000,0.399104,0.046592,0.046336,110.285824,239.98592,261.1904,,
0000000506,7,1764419814596958200,0.33152,0.048384,0.048128,149.460224,254.753792,275.525632,,
0000000708,9,1764419814597900500,0.690944,0.078592,0.077568,121.27104,230.089472,250.973184,,
0000001106,13,1764419814602129000,0.58112,0.033536,0.033024,123.740416,228.967936,250.075136,,
0000000602,8,1764419814603381200,0.57216,0.029184,0.028928,75.708672,170.456064,191.654656,,
0000000102,3,1764419814611084000,0.290816,0.057088,0.05376,7.599104,28.64768,49.48096,,
0000000914,11,1764419814630592300,0.46976,0.026112,0.025856,67.502848,188.73728,209.432064,,
0000000814,10,1764419814630816300,0.237312,0.025088,0.024832,53.3568,144.092416,165.5872,,
0000000402,6,1764419814649862400,0.294912,0.02944,0.029184,6.153728,21.30688,42.185728,,
0000000313,5,1764419814650111500,0.530176,0.041472,0.04096,77.031168,204.691968,225.597696,,
0000000203,4,1764419814672955600,0.32896,0.025344,0.025344,175.925248,,,,
0000001012,12,1764419814683522800,0.258304,0.029184,0.028672,11.460352,182.2144,203.390464,,
0000000507,7,1764419814697133600,0.382464,0.096256,0.095488,49.643264,,,,
0000000709,9,1764419814698550300,0.455168,0.045824,0.045312,23.857152,178.25152,199.34336,,
0000001107,13,1764419814702689500,0.618496,0.03072,0.030464,24.09088,,,,
0000000603,8,1764419814704009500,0.424448,0.052992,0.051456,84.167168,,,,
0000000103,3,1764419814711467300,0.423424,0.026624,0.026368,148.529408,,,,
0000000915,11,1764419814730613500,0.337152,0.030208,0.029696,17.25184,,,,
0000000815,10,1764419814731119400,0.194304,0.016128,0.015872,59.476992,,,,
0000000403,6,1764419814750513000,1.135104,0.132864,0.132352,,,,,
0000000314,5,1764419814750520000,0.42496,0.039168,0.038912,45.340928,,,,
0000000204,4,1764419814773223400,0.932864,0.471808,0.082688,83.561472,,,,
0000001013,12,1764419814783732700,0.376576,0.041216,0.040704,34.954752,,,,
0000000508,7,1764419814797333500,0.355328,0.03584,0.035584,,,,,
0000000710,9,1764419814798630100,0.468224,0.025856,0.0256,53.56032,,,,
0000001108,13,1764419814803343600,0.462336,0.051456,0.0512,54.79424,,,,
0000000604,8,1764419814804334300,0.418048,0.022528,0.022272,26.880256,,,,
0000000104,3,1764419814811780600,0.321792,0.03712,0.036352,49.580544,,,,
0000000916,11,1764419814830744000,0.2752,0.039424,0.038912,29.474304,,,,
0000000816,10,1764419814831319000,0.507136,0.027136,0.026624,,,,,
0000000404,6,1764419814850543400,0.750848,0.077824,0.077056,,,,,
0000000315,5,1764419814852236500,0.204544,0.016896,0.01664,,,,,
0000000205,4,1764419814874077200,0.545792,0.03072,0.030464,,,,,
0000001014,12,1764419814886273300,0.60544,0.31488,0.314112,,,,,
0000000509,7,1764419814897421300,0.506624,0.038912,0.038656,,,,,
0000000711,9,1764419814898792700,0.38016,0.03328,0.032768,,,,,
0000001109,13,1764419814903508200,0.397312,0.052736,0.052224,,,,,
0000000605,8,1764419814904598500,0.29952,0.02048,0.020224,,,,,
0000000105,3,1764419814911877600,0.36736,0.024064,0.023808,,,,,
0000000917,11,1764419814931554300,0.581632,0.060672,0.059904,,,,,
0000000817,10,1764419814931860700,0.386816,0.0512,0.050432,,,,,
0000000405,6,1764419814950621400,0.524288,0.044544,0.043776,,,,,
0000000316,5,1764419814951490000,0.523008,0.019712,0.019456,,,,,
0000000206,4,1764419814974747100,0.48896,0.04864,0.048128,,,,,
0000001015,12,1764419814986767400,0.381952,0.038656,0.0384,,,,,
0000000510,7,1764419814997968100,0.773376,0.128512,0.12416,,,,,
0000000712,9,1764419814999188200,0.243456,0.0192,0.0192,,,,,
0000001110,13,1764419815003651300,0.517632,0.079104,0.078336,,,,,
0000000606,8,1764419815005257700,0.491776,0.029184,0.029184,,,,,
0000000106,3,1764419815011998700,0.519936,0.058624,0.057856,,,,,
0000000918,11,1764419815031728000,0.491008,0.058624,0.058112,,,,,
0000000818,10,1764419815031972000,0.486656,0.019456,0.0192,,,,,
0000000406,6,1764419815050793000,0.475392,0.030976,0.030464,,,,,
0000000317,5,1764419815052027000,0.338432,0.060672,0.060416,,,,,
0000000207,4,1764419815075384800,0.59904,0.081408,0.080128,,,,,
0000001016,12,1764419815086971400,0.438272,0.07424,0.073472,,,,,
0000000511,7,1764419815099321300,0.929536,0.045824,0.045056,,,,,
0000000713,9,1764419815099643400,0.627712,0.272896,0.266496,,,,,
0000001111,13,1764419815104088600,0.34304,0.047104,0.046592,,,,,
0000000607,8,1764419815105706200,0.418048,0.029184,0.028928,,,,,
0000000107,3,1764419815112098600,0.472832,0.033792,0.03328,,,,,
0000000919,11,1764419815131711000,0.267776,0.021248,0.020992,,,,,
0000000819,10,1764419815132126200,0.227328,0.018176,0.018176,,,,,
0000000407,6,1764419815152080600,1.174272,0.193536,0.190976,,,,,
0000000318,5,1764419815153059600,1.006336,0.424448,0.422144,,,,,
0000000208,4,1764419815177821200,1.051136,0.045056,0.044544,,,,,
0000001017,12,1764419815187854600,0.356096,0.036096,0.035584,,,,,
0000000512,7,1764419815199283200,0.540928,0.043776,0.04352,,,,,
0000000714,9,1764419815199907600,0.410112,0.032768,0.032512,,,,,
0000001112,13,1764419815204473600,0.39552,0.03968,0.039168,,,,,
0000000608,8,1764419815205956900,0.384512,0.030208,0.029952,,,,,
0000000108,3,1764419815214653000,0.276992,0.043264,0.042752,,,,,
0000000920,11,1764419815231854800,0.6592,0.229632,0.109312,,,,,
0000000820,10,1764419815232269000,0.369408,0.02688,0.026368,,,,,
0000000408,6,1764419815252362000,0.434688,0.05504,0.054528,,,,,
0000000319,5,1764419815252710400,0.348672,0.026368,0.026112,,,,,
0000000209,4,1764419815278001400,0.663552,0.04352,0.042752,,,,,
0000001018,12,1764419815288799000,0.377344,0.02816,0.027904,,,,,
0000000513,7,1764419815299842000,0.379392,0.022784,0.022528,,,,,
0000000715,9,1764419815299984100,0.364288,0.048896,0.04864,,,,,
0000001113,13,1764419815304890000,0.479232,0.085504,0.077312,,,,,
0000000609,8,1764419815305947100,0.372992,0.021248,0.020992,,,,,
0000000109,3,1764419815314784300,0.57856,0.05632,0.055808,,,,,
0000000921,11,1764419815332323800,0.46848,0.032256,0.031744,,,,,
0000000821,10,1764419815332365300,0.375808,0.026624,0.026112,,,,,
0000000409,6,1764419815352393000,0.796672,0.168192,0.160256,,,,,
0000000320,5,1764419815353410600,0.37248,0.05632,0.054016,,,,,
0000000210,4,1764419815378677000,0.529152,0.109312,0.108288,,,,,
0000001019,12,1764419815390025500,0.608512,0.061696,0.061184,,,,,
0000000514,7,1764419815400202800,0.562432,0.020992,0.020736,,,,,
