gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000443,7,1764493697470669000,0.109312,0.546816,0.109568,28.675072,387.7504,408.472832,574.819072,5599.350272
0000000543,8,1764493697472879900,0.034816,0.809472,0.035584,26.131712,384.941824,405.593088,649.165056,5672.69888
0000000043,3,1764493697481056800,0.041216,0.44544,0.041984,19.504128,283.707392,304.713216,514.752256,5536.89088
0000000243,5,1764493697501363500,0.030464,0.4864,0.031232,55.497984,262.1632,283.017472,404.643328,5427.246336
0000000343,6,1764493697506408400,0.052224,0.470528,0.052992,49.999104,279.616256,300.430592,1429.595392,6452.96512
0000000643,9,1764493697513570300,0.040448,26.618112,0.04224,75.982336,199.899392,221.761024,326.41024,5348.735744
0000000143,4,1764493697521914000,0.079616,0.524544,0.080384,66.8992,317.111808,338.160384,473.174528,5496.075008
0000000444,7,1764493697570644000,0.045312,0.420864,0.04608,177.388544,519.857152,540.596992,794.876672,817.998848
0000000544,8,1764493697573118700,0.070656,0.444928,0.081664,174.809344,485.786624,506.34496,757.946368,779.883776
0000000044,3,1764493697581133600,0.02944,0.555776,0.029952,32.429824,336.031232,356.836352,528.873472,552.318464
0000000244,5,1764493697601372200,0.04096,0.481792,0.041216,199.609088,445.527552,465.982976,724.106496,747.213568
0000000344,6,1764493697606595800,0.047872,1.026048,0.04864,1208.893696,1936.225536,1957.308416,2846.653184,2869.313024
0000000644,9,1764493697613652000,0.036864,0.461824,0.037632,118.045696,311.225856,331.5904,508.137216,529.928192
0000000144,4,1764493697622064000,0.029184,0.424192,0.030208,260.443392,511.49312,532.134656,743.694592,767.964928
0000000445,7,1764493697670784500,0.021504,0.352768,0.022016,108.611328,526.400512,547.164416,811.417088,832.23936
0000000545,8,1764493697673174500,0.029184,0.352256,0.029696,101.10336,525.839872,547.436288,864.446208,887.743488
0000000045,3,1764493697681482800,0.063232,0.334336,0.064256,129.563136,527.277312,548.451584,779.652864,804.868352
0000000245,5,1764493697701522700,0.029696,0.356864,0.03072,148.200192,444.566016,465.223936,1756.839424,1781.73824
0000000345,6,1764493697706764000,0.037632,0.28288,0.038656,1135.426048,1907.731456,1928.258816,2882.356736,2904.169984
0000000645,9,1764493697713751800,0.018176,0.241152,0.018944,37.323008,322.56896,343.419904,531.026176,552.991488
0000000145,4,1764493697722167300,0.022528,0.315904,0.02304,202.768384,496.948224,517.61792,753.649664,775.823872
0000000446,7,1764493697771067100,0.021248,1.82784,0.021504,153.50144,532.57344,553.189888,796.583424,819.600896
0000000546,8,1764493697773266700,0.045568,0.4672,0.04608,157.906688,617.20576,637.643264,931.58272,954.552832
0000000046,3,1764493697781459700,0.038912,0.233472,0.039424,167.61344,516.751104,537.500672,827.56096,850.034432
0000000246,5,1764493697801888000,0.043264,0.216576,0.04352,129.634048,426.235648,446.841088,1780.538624,1803.630336
0000000346,6,1764493697806790000,0.01408,0.234496,0.014592,1146.173184,1884.411648,1905.124608,2870.597888,2892.22528
0000000646,9,1764493697813789200,0.026112,0.26752,0.026368,138.052352,492.576512,513.059072,744.291328,767.468288
0000000146,4,1764493697822257700,0.054016,0.251648,0.055296,126.047744,464.399872,484.975616,707.166976,731.35616
0000000447,7,1764493697872601000,0.02432,0.265728,0.024832,92.435968,550.747136,571.369472,798.004992,819.503872
0000000547,8,1764493697874524700,0.01664,0.313856,0.016896,93.145856,607.934464,628.54912,914.905088,936.427008
0000000047,3,1764493697881557800,0.077056,0.307712,0.077824,154.752,520.64512,541.152,860.275968,882.7072
0000000247,5,1764493697901662200,0.016128,0.507904,0.016384,66.262528,489.661184,510.383616,1824.915456,1849.458944
0000000347,6,1764493697906934000,0.194304,0.817152,0.198912,1076.394752,1862.498048,1883.197952,2886.85056,2909.004032
0000000647,9,1764493697914132700,0.024576,0.533504,0.025088,148.865024,487.126528,507.77984,754.467584,776.512256
0000000147,4,1764493697922317300,0.039168,0.451328,0.03968,109.369856,484.349952,504.84352,822.018304,844.226048
0000000448,7,1764493697972716300,0.01536,0.279552,0.015616,252.953088,753.089792,773.696512,1017.45536,1039.463424
0000000548,8,1764493697975149800,0.018176,0.333312,0.018432,258.004992,861.138432,881.815296,1175.02976,1197.587712
0000000048,3,1764493697981747200,0.022272,1.107456,0.022528,155.709696,559.985664,580.701696,892.629504,917.372416
0000000248,5,1764493698001902300,0.025344,0.491264,0.025856,180.039936,2057.94432,2078.82112,2545.55008,2568.22784
0000000348,6,1764493698007181000,0.033024,0.338432,0.033792,1010.587648,1836.187392,1856.6592,2869.2224,2893.052928
0000000648,9,1764493698014347000,0.018432,0.267776,0.018688,171.748608,491.387648,512.275968,755.119872,776.615168
0000000148,4,1764493698022495700,0.06144,0.409344,0.061952,149.298688,582.216704,603.717888,915.057664,937.362432
0000000449,7,1764493698073015000,0.022016,0.29056,0.022528,181.617152,705.141504,725.790976,1075.021312,1097.32736
0000000549,8,1764493698075266800,0.030464,0.301056,0.030976,181.15328,813.699328,834.317824,1135.374848,1158.286592
0000000049,3,1764493698081973800,0.014336,0.247296,0.014592,165.110272,692.148224,712.745472,1056.670208,1079.59168
0000000249,5,1764493698101848800,0.016128,0.270336,0.016384,231.481344,2133.37472,2154.58304,2770.510592,2793.355008
0000000349,6,1764493698107189500,0.08704,0.403712,0.120064,973.870848,1793.3568,1813.820928,2833.05088,2855.022336
0000000649,9,1764493698114420000,0.014848,0.21504,0.01536,145.418752,565.402112,586.185216,876.29696,898.390272
0000000149,4,1764493698122522400,0.024576,0.201472,0.024832,186.50496,659.262208,679.713024,945.579008,969.298176
0000000450,7,1764493698173176000,0.0256,0.28544,0.026112,203.162368,698.3424,718.778368,1151.792896,1175.031808
