gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000343,6,1764487243911641600,0.067584,0.066816,0.59008,25.44,170.876672,191.650304,428.453632,5475.6224
0000000344,6,1764487244211794400,0.027904,0.027392,0.394496,134.35392,176.667392,197.395712,417.831424,440.028672
0000000443,7,1764487244491821600,0.047872,0.04736,0.751616,24.150784,73.6384,94.39104,353.196288,5376.060928
0000000043,3,1764487244497002200,0.081152,0.080128,0.639488,27.326208,76.479744,97.329408,365.662208,5387.322112
0000000143,4,1764487244509380900,0.06144,0.059648,0.675072,28.023296,73.901056,94.761216,375.177728,5398.437632
0000000243,5,1764487244510070300,0.042752,0.041728,0.633344,26.708992,73.653248,94.50112,373.07904,5395.102464
0000000345,6,1764487244511973600,0.035072,0.03456,0.429824,142.033408,186.048512,206.669056,427.307008,449.386752
0000000444,7,1764487244791897300,0.028928,0.028416,0.610048,77.70112,321.042176,341.637376,396.846848,418.833664
0000000044,3,1764487244797152500,0.10112,0.100352,0.3136,75.786752,321.045248,341.62944,395.017984,416.130048
0000000144,4,1764487244809613800,0.047104,0.045824,0.84352,91.028224,358.12864,379.621888,628.924928,649.919232
0000000244,5,1764487244810546700,0.055296,0.05376,0.525824,90.324736,354.057472,374.83264,625.378816,647.613184
0000000346,6,1764487244812490500,0.048384,0.04736,0.385536,137.198848,177.02528,197.913344,437.225984,459.133696
0000000445,7,1764487245092036000,0.074752,0.07424,0.372992,58.14144,337.193472,357.782528,597.609216,619.611392
0000000045,3,1764487245097546200,0.022016,0.02176,0.477184,51.238144,330.816256,351.716608,593.014784,615.037184
0000000145,4,1764487245109712000,0.016384,0.015872,0.462848,71.956992,350.21824,370.637312,446.424832,468.100352
0000000245,5,1764487245111958500,0.019712,0.019456,0.310272,70.996992,351.822848,372.331776,442.21184,464.983296
0000000347,6,1764487245112994600,0.015616,0.01536,0.532992,168.579072,205.238272,225.774848,441.217024,462.53568
0000000446,7,1764487245392108800,0.02816,0.027648,0.389376,58.299392,323.853824,344.737024,393.168384,415.51488
0000000046,3,1764487245397767400,0.022016,0.021504,0.325888,50.795008,317.791232,338.366208,388.787712,410.35776
0000000146,4,1764487245409832200,0.022272,0.02176,0.5824,84.12032,393.262848,413.804032,495.54688,517.708544
0000000246,5,1764487245412159200,0.027648,0.027136,0.230144,82.856192,391.539712,412.057856,496.007168,518.059008
0000000348,6,1764487245413099300,0.061184,0.05376,0.47232,151.47136,191.686912,212.198912,452.272128,474.348032
0000000447,7,1764487245692264000,0.029184,0.028672,0.588032,47.26784,331.596288,351.96672,592.79104,614.733056
0000000047,3,1764487245697866800,0.044544,0.044032,0.274432,40.286464,325.113856,345.714432,587.590912,609.216256
0000000147,4,1764487245710126800,0.09216,0.077056,0.896256,135.187456,430.51648,451.030016,693.75232,716.15616
0000000247,5,1764487245712251600,0.030464,0.029952,0.239104,134.853632,432.409856,452.9536,691.195392,713.443072
0000000349,6,1764487245713228000,0.024576,0.02432,0.247808,168.7936,233.806848,254.283776,476.407296,498.197248
0000000448,7,1764487245992398300,0.025856,0.025344,0.422912,46.532608,316.047104,336.44928,579.913216,602.059008
0000000048,3,1764487245997888000,0.022016,0.021504,0.530688,39.328,310.75328,331.408128,577.589504,599.985664
0000000148,4,1764487246010234600,0.022016,0.021248,0.33792,147.438848,429.570304,450.036736,705.9776,727.877376
