gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000001043,13,1764489941584084500,0.062464,0.064,0.595456,29.042944,123.228928,144.12416,202.833408,5247.390464
0000001044,13,1764489941684426800,0.0704,0.083456,0.559616,47.898624,172.71552,193.689088,502.243328,523.781376
0000001045,13,1764489941784440800,0.026368,0.026624,0.586752,32.912384,317.470976,338.119936,549.8112,574.44096
0000001046,13,1764489941884449500,0.043264,0.044032,0.882688,316.326656,607.549696,628.758784,990.102016,1012.005632
0000001047,13,1764489941984580000,0.029184,0.02944,0.262144,236.12672,557.071872,577.956096,1009.027584,1031.095296
0000000543,8,1764489942013190000,0.099584,0.10112,0.748288,26.293248,88.316416,109.028352,388.14208,5442.86336
0000001048,13,1764489942084725200,0.02944,0.029696,0.278272,184.371968,529.32096,550.031872,1081.854976,1104.779776
0000000143,4,1764489942104588300,0.073984,0.075008,0.52224,51.71712,102.067968,122.993664,223.703808,5247.385856
0000000544,8,1764489942113255700,0.04352,0.044288,0.411136,227.0592,486.2272,509.477632,790.5024,813.16736
0000001049,13,1764489942184810800,0.033792,0.03456,0.297728,159.366144,538.35264,559.064064,1278.637568,1302.317056
0000000144,4,1764489942204759000,0.025344,0.026368,0.427264,60.370432,241.592576,262.16448,405.599488,428.963328
0000000545,8,1764489942213496300,0.0384,0.039168,1.532672,218.484224,511.259648,531.903488,1003.33312,1026.707968
0000000643,9,1764489942241599500,0.057344,0.059136,0.594944,31.1424,104.864,125.751552,180.811008,5203.296768
0000001050,13,1764489942284974600,0.027648,0.028416,0.41216,112.858112,997.91616,1019.114752,1755.831552,1778.703104
0000000145,4,1764489942304969700,0.028416,0.028928,0.397824,62.427648,231.677184,252.256,409.84448,432.154112
0000000546,8,1764489942313653200,0.034048,0.034816,3.2,144.868352,473.671168,494.286592,983.52128,1007.189248
0000000043,3,1764489942314264800,0.225024,0.226816,0.832,31.678976,93.906688,114.683648,449.85344,5472.033536
0000000644,9,1764489942341840000,0.047616,0.049152,0.486144,29.49504,382.572032,403.106816,695.402496,720.982016
0000001051,13,1764489942385549000,0.029952,0.030464,0.32896,263.160064,1393.504768,1414.283264,2362.249728,2386.22464
0000000146,4,1764489942405289700,0.02688,0.027392,0.443648,88.49664,380.388352,401.291776,653.287168,677.18272
0000000547,8,1764489942413565200,0.02432,0.024832,0.308224,105.904384,566.2976,588.33792,1269.405952,1291.550464
0000000044,3,1764489942415126000,0.033536,0.034048,0.541184,228.950016,627.62112,648.18944,1171.715072,1201.490432
0000000645,9,1764489942441926100,0.027904,0.02816,0.427008,341.30048,880.109312,901.848064,1450.809088,1473.511936
0000001052,13,1764489942485810000,0.029952,0.030208,1.56288,310.34624,1837.889792,1858.383104,2968.09088,2990.871296
0000000147,4,1764489942505298700,0.029952,0.030208,0.268544,118.628096,694.793984,715.378944,1134.938368,1162.439424
0000000343,6,1764489942506423800,0.071936,0.07296,0.613376,30.242304,129.161728,152.517376,484.026368,5506.101248
0000000943,12,1764489942509356000,0.038656,0.039424,0.424448,29.705472,129.17888,150.503424,243.302912,5268.34176
0000000548,8,1764489942513822500,0.016384,0.01664,0.20992,112.777472,962.40896,983.282688,1570.910464,1595.6736
0000000045,3,1764489942515448300,0.055808,0.057088,0.365312,280.54528,687.962624,708.9792,1238.989568,1262.138368
0000000646,9,1764489942542022400,0.02816,0.028672,0.395776,295.685376,916.51968,939.26656,1673.345536,1697.735936
0000001053,13,1764489942586211300,0.036608,0.03712,0.33408,425.854208,1939.054592,1959.890688,3150.20928,3172.866048
0000000148,4,1764489942605518600,0.031744,0.032512,0.416768,221.340416,829.997824,850.680064,1351.113728,1373.213696
0000000344,6,1764489942606489000,0.07936,0.079872,0.396544,49.98272,631.721984,652.949504,953.98784,976.90112
0000000944,12,1764489942609389800,0.043264,0.06272,0.36736,60.396288,267.525632,288.226816,613.730048,639.072256
0000000549,8,1764489942613992200,0.022528,0.02304,0.552448,221.445888,1328.027648,1349.050624,2109.907968,2132.513536
0000000046,3,1764489942615516200,0.01664,0.017152,0.227584,214.7712,726.341888,747.716864,1343.990528,1366.700544
0000000647,9,1764489942642133500,0.02304,0.023296,0.3008,233.532928,910.17472,930.940672,1711.877376,1740.451072
0000001054,13,1764489942686319600,0.02048,0.020736,0.393472,674.177792,2188.292608,2208.7872,3628.344832,3653.923584
0000000149,4,1764489942705926000,0.037632,0.04608,0.41728,198.703872,962.65856,983.030528,1569.554176,1590.663936
0000000345,6,1764489942706699800,0.034048,0.034816,0.36992,314.690304,1033.260032,1054.252032,1691.51744,1714.569472
0000000945,12,1764489942709988600,0.023808,0.024064,0.973824,82.808064,333.883392,354.651904,698.113792,720.348416
0000000243,5,1764489942712849200,0.0512,0.05248,0.574208,80.452352,275.202816,302.798592,628.418304,5655.946752
0000000550,8,1764489942714308400,1.232896,1.234432,1.4912,323.291136,1670.030848,1690.857216,3536.654592,3559.708416
0000000047,3,1764489942715669800,0.03328,0.033792,0.525824,155.780352,763.821824,784.514816,1363.491072,1385.65504
0000000443,7,1764489942716450600,0.033792,0.034304,0.48768,59.016192,169.227776,190.26176,341.485568,5364.6016
0000000743,10,1764489942722738000,0.024064,0.024576,1.033728,56.310016,207.869952,229.846528,428.880384,5454.985216
0000000843,11,1764489942731970300,0.059392,0.060416,0.566784,44.409344,148.491264,169.389312,317.369088,5340.916992
0000000648,9,1764489942742428200,0.297728,0.30336,1.481728,187.604992,1008.592128,1029.257728,1964.89728,2013.161472
0000001055,13,1764489942786423000,0.044544,0.0448,0.378368,687.74272,2295.163392,2315.796224,3863.133952,3885.780224
0000000150,4,1764489942806044400,0.017664,0.01792,0.318976,270.195456,1023.022848,1043.55072,1794.761984,1819.796736
0000000346,6,1764489942806585300,0.015872,0.016384,0.275456,273.53728,1015.85792,1036.409856,1706.65728,1730.46656
0000000946,12,1764489942810051000,0.022528,0.023296,0.367872,141.253376,773.04448,793.999616,1233.347328,1255.571968
0000000244,5,1764489942813018600,0.04864,0.049664,0.552448,46.7712,418.579968,439.136256,747.532544,771.098368
0000000551,8,1764489942814162700,0.024064,0.024576,0.239616,551.415808,1758.147584,1779.32288,3816.433408,3839.978496
0000000048,3,1764489942815798500,0.022784,0.023296,0.366848,124.351232,1010.312448,1030.987008,1736.318464,1759.14624
0000000444,7,1764489942816560000,0.033536,0.034048,0.257792,119.3216,540.80512,561.626624,923.81568,946.6432
0000000744,10,1764489942822977000,0.022784,0.023296,0.233984,132.180224,543.81696,564.803584,910.254848,932.641024
0000000844,11,1764489942832118000,0.036864,0.03712,0.607744,101.352704,494.679296,515.60704,759.531776,784.225792
0000000649,9,1764489942842778600,0.037632,0.038144,0.332032,270.436608,1235.8016,1256.617984,2193.71008,2217.937664
0000001056,13,1764489942886556200,0.019968,0.020224,0.339968,659.802112,2457.960192,2479.14112,3925.163776,3967.672832
0000000151,4,1764489942906641400,0.02944,0.029952,0.242688,369.977856,1257.36832,1278.163712,2130.926336,2154.109952
0000000347,6,1764489942907180300,0.059136,0.060416,0.934912,368.274944,1112.874752,1133.514752,2033.4656,2054.786048
0000000947,12,1764489942910112300,0.014592,0.014848,0.215296,351.681024,965.056512,986.509824,1793.703168,1817.499904
0000000245,5,1764489942913115400,0.02304,0.023552,0.32,171.8528,789.303296,809.953536,1362.641664,1387.728128
0000000552,8,1764489942914448600,0.013568,0.01408,1.236736,638.654464,1937.307648,1958.0224,4087.96288,4113.44128
0000000049,3,1764489942915923200,0.0256,0.026112,0.338176,345.483264,1459.04384,1479.852288,2254.095104,2277.19936
0000000445,7,1764489942916602400,0.01408,0.014336,0.191744,174.906624,624.260096,645.356544,1128.16256,1150.932736
0000000745,10,1764489942923159600,0.0768,0.078848,0.726272,89.948672,561.405952,582.079488,1052.133632,1077.471744
0000000845,11,1764489942932535000,1.956096,1.959424,2.596608,180.9216,732.856832,753.512192,1110.981632,1131.87456
0000000650,9,1764489942943158000,0.030464,0.030976,0.64896,258.65472,1628.88192,1649.668864,2532.907776,2556.52736
0000001057,13,1764489942986988000,0.017664,0.018176,0.537088,610.445056,2582.070528,2602.916352,4131.650048,9155.053312
0000000152,4,1764489943006710300,0.032512,0.032768,1.203456,323.342336,1430.865408,1451.615232,2351.28704,2374.305024
0000000348,6,1764489943007531800,0.01664,0.016896,0.801024,334.296576,1227.606016,1248.77568,2193.842432,2220.379904
0000000948,12,1764489943010324000,0.021248,0.021504,0.63488,312.83968,1220.117248,1240.9152,3150.61632,3173.068288
0000000246,5,1764489943013352700,0.028416,0.028672,0.430336,245.661952,888.1792,908.875776,2580.471296,2603.433472
0000000553,8,1764489943014498800,0.017408,0.01792,0.245504,692.62336,1996.518656,2017.202176,4246.39488,4269.608448
0000000050,3,1764489943016175400,0.0192,0.019712,1.04832,367.808768,1676.687616,1697.467136,2540.154368,2567.698432
0000000446,7,1764489943016735000,0.0192,0.019712,0.265984,162.027776,805.49248,827.151616,1453.7344,1477.156096
0000000746,10,1764489943023231000,0.019456,0.019968,0.315392,174.172928,831.545088,852.68736,1448.842496,1471.372288
0000000846,11,1764489943032780800,0.022784,0.02304,0.370688,169.075968,757.5232,778.400512,1330.541568,1354.15552
0000000651,9,1764489943043315500,0.022784,0.023296,0.36736,320.256,1814.66496,1835.44192,2841.52832,2864.261376
0000001058,13,1764489943087300900,0.048896,0.049408,0.602112,604.095488,2718.601472,2740.326656,4313.480448,4338.246656
0000000153,4,1764489943106868500,0.018176,0.018688,0.241408,373.303552,1626.366208,1647.26656,2692.51968,2715.431424
0000000349,6,1764489943107641000,0.01664,0.016896,0.449792,329.56672,1491.181568,1524.043776,2495.707136,2520.80256
0000000949,12,1764489943110711600,0.02048,0.020736,0.202752,327.756032,1286.819584,1307.497472,3345.496576,3368.821504
0000000247,5,1764489943114090000,0.02176,0.022272,2.157312,280.54656,946.386432,967.088128,2737.456128,2763.830272
0000000554,8,1764489943114629000,0.022272,0.022784,1.084416,631.729152,3070.167808,3091.033856,4850.345728,9873.943296
0000000051,3,1764489943116862500,0.028416,0.028928,0.306944,495.64544,1782.790144,1806.024192,2943.69664,2967.245312
0000000447,7,1764489943117326300,0.013312,0.013568,0.244992,289.97632,1152.449024,1173.327104,1843.386624,1867.426304
0000000747,10,1764489943123329300,0.019456,0.019968,0.241152,130.569216,993.23264,1013.863424,1742.285568,1765.582336
0000000847,11,1764489943133666600,0.020736,0.020992,0.342784,262.010112,982.54464,1003.66976,1805.739776,1833.564672
0000000652,9,1764489943143653600,0.01664,0.017152,0.754944,478.114816,2110.395136,2131.374592,3236.260864,3259.569408
0000001059,13,1764489943187439600,0.040704,0.041216,0.355072,646.251008,2858.705664,2879.351808,4495.325952,4521.068544
0000000154,4,1764489943207225300,0.423936,0.434176,0.869376,316.817664,1646.393344,1666.89152,2737.705472,2761.036032
0000000350,6,1764489943207834400,0.021504,0.022016,0.36096,263.360256,1501.074688,1522.30656,2501.400064,2527.971584
0000000950,12,1764489943210878000,0.033024,0.033792,0.531712,262.81088,1291.853312,1312.470272,3358.842368,3384.733696
0000000248,5,1764489943214163700,0.043264,0.044288,0.356352,236.753664,1167.811584,1188.877568,3038.27968,3062.92352
0000000555,8,1764489943215711700,0.042752,0.04352,0.307968,561.739776,3150.673408,3172.125184,4940.876288,4963.889152
0000000052,3,1764489943217294300,0.032768,0.033536,1.044992,450.80064,1786.205184,1807.942144,2968.289792,2991.338752
0000000448,7,1764489943217417200,0.013824,0.01408,0.294912,228.630016,1340.792832,1361.625088,2112.87424,2135.300096
0000000748,10,1764489943223645200,0.016384,0.016896,1.2288,317.419008,1399.766272,1420.44928,2274.659328,2301.619968
0000000848,11,1764489943233787000,0.018432,0.018944,0.3392,219.266816,1289.035008,1309.736448,2098.225664,2120.836608
0000000653,9,1764489943243746000,0.04352,0.044288,0.306944,555.602688,2339.064576,2360.048384,3520.752896,3545.430528
0000001060,13,1764489943287519500,0.02304,0.023808,0.275712,601.933824,2878.563072,2899.930368,4622.24768,4646.46656
0000000155,4,1764489943307251000,0.038656,0.039424,0.468736,434.157312,1878.102784,1898.846464,3033.55392,3059.736832
0000000351,6,1764489943307911400,0.028928,0.02944,1.193216,312.024832,1771.8528,1792.468224,5907.533824,10931.233792
0000000951,12,1764489943311026200,0.022272,0.022784,0.2304,325.853952,1639.336704,1660.185088,3687.834368,3711.07328
0000000249,5,1764489943314500600,0.019968,0.02048,0.262144,284.075008,2359.700736,2380.353536,6668.131328,11691.492096
0000000556,8,1764489943315718400,0.01408,0.014336,0.203264,523.49184,3198.594048,3219.750656,5070.128896,5092.69632
0000000053,3,1764489943317267700,0.026112,0.026624,0.226048,547.386112,2061.733376,2082.57536,3330.541824,3354.93248
0000000449,7,1764489943318203100,0.019968,0.020224,0.988416,294.006528,1445.066752,1465.616384,2321.471232,2345.8048
0000000749,10,1764489943323741200,0.021504,0.022016,0.260352,290.976768,1645.260032,1666.043904,2499.231488,2521.489664
0000000849,11,1764489943334078000,0.045568,0.046336,0.395008,162.5408,1286.83136,1307.778304,2170.162944,2193.39264
0000000654,9,1764489943343943700,0.02816,0.028928,0.410112,588.128768,2381.26208,2402.157056,3596.063488,3621.027584
0000001061,13,1764489943387610400,0.033792,0.03456,0.589568,685.464832,3025.644544,3048.279552,4837.80736,4864.354304
0000000352,6,1764489943408045600,0.016128,0.01664,0.423424,453.988352,1996.67456,2017.555456,6320.284928,6346.19136
0000000156,4,1764489943408266800,0.051456,0.052736,0.291328,458.623488,2063.384064,2083.844352,3297.462528,3320.397312
0000000952,12,1764489943411115300,0.019456,0.019968,0.310784,314.458112,2834.071296,2854.650368,4379.64416,4403.011328
0000000250,5,1764489943414646300,0.103424,0.107008,0.380672,336.362496,2590.135296,2610.862592,7060.612352,7083.676928
0000000557,8,1764489943415848700,0.04096,0.041728,0.415488,558.867968,3365.27104,3386.101504,5349.838848,5372.822528
