gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000143,4,1764425528567356000,0.05632,0.055296,0.594944,25.296128,125.264896,146.266624,382.435328,5427.552768
0000000343,6,1764425528577045500,0.033536,0.033024,0.391168,17.20448,118.927872,139.77984,376.139264,5398.110976
0000000043,3,1764425528767397600,0.04224,0.041472,0.809728,22.082816,63.56864,84.348928,350.369536,5373.634816
0000000243,5,1764425528767488300,0.044544,0.043264,0.844288,22.7264,63.504896,84.485888,347.641344,5369.641728
0000000144,4,1764425528867661300,0.041728,0.04096,0.429824,88.66432,132.167936,152.786944,380.231424,402.908672
0000000344,6,1764425528877184000,0.0384,0.037376,0.408576,79.708672,121.613056,142.287104,371.030016,393.530368
0000000443,7,1764425528884211700,0.074496,0.07296,0.58496,21.05088,65.975296,86.808832,343.405568,5365.841152
0000000044,3,1764425529067516000,0.032256,0.031744,0.543232,65.61664,306.391296,327.024128,596.148992,617.606656
0000000244,5,1764425529067619000,0.061952,0.060928,0.357632,64.716544,305.505024,326.188288,594.284032,616.652544
0000000145,4,1764425529167767000,0.037376,0.036864,0.2688,84.323072,163.169536,183.755264,408.915712,431.239424
0000000345,6,1764425529177336600,0.023808,0.023552,0.339712,74.100736,153.623296,174.193152,400.751616,422.63424
0000000444,7,1764425529184290800,0.020224,0.019968,0.3392,60.235776,299.780608,320.427264,561.536512,583.339776
0000000045,3,1764425529367689500,0.03456,0.034048,0.565504,24.656896,319.898368,340.39168,595.478784,617.692416
0000000245,5,1764425529367698000,0.026112,0.0256,0.335104,24.675584,320.448,341.01504,596.45312,617.69728
0000000146,4,1764425529467874600,0.025344,0.025088,0.34944,118.021888,190.148864,210.711296,428.684032,451.125504
0000000346,6,1764425529477443600,0.034816,0.033792,0.26624,109.9904,179.95008,201.515008,419.609856,441.740032
0000000445,7,1764425529484365300,0.029952,0.029184,0.348416,220.50688,357.2032,377.647104,617.294848,638.988544
0000000046,3,1764425529667732000,0.026624,0.026368,0.334592,36.353536,316.411904,337.032448,597.455872,620.089856
0000000246,5,1764425529667765800,0.028672,0.02816,0.273664,38.507264,316.517632,336.950272,597.243904,619.22688
0000000147,4,1764425529768019000,0.02304,0.022528,0.255488,137.599232,186.895616,207.520512,432.505088,454.96448
0000000347,6,1764425529777530600,0.21504,0.214272,0.539904,128.57728,174.358272,194.909184,414.827008,436.3904
0000000446,7,1764425529784823600,0.032512,0.031744,0.220416,73.789952,336.767232,357.250048,600.561408,622.53312
0000000247,5,1764425529967840800,0.022272,0.02176,0.2688,36.165376,343.88352,364.412416,619.00288,641.247744
0000000047,3,1764425529968107000,0.027904,0.027392,0.30464,35.788288,343.656704,364.167424,621.549056,644.071424
0000000148,4,1764425530068123100,0.050176,0.049664,0.290048,140.333824,188.393728,209.064192,428.48128,450.483712
0000000348,6,1764425530077648600,0.032,0.031232,0.264704,124.71296,176.828672,197.38368,417.459456,439.389696
0000000447,7,1764425530084928300,0.031488,0.030976,0.276224,50.97344,326.167808,346.859008,413.404672,435.716096
0000000248,5,1764425530267891000,0.021504,0.020992,1.28,64.95232,365.126656,385.661952,645.88416,667.902976
0000000048,3,1764425530268143400,0.017408,0.017152,0.184576,64.876032,363.992576,384.573952,1639.707136,1661.851904
0000000149,4,1764425530368306000,0.028416,0.027904,0.262912,140.981248,188.999424,209.750784,431.50592,453.76
0000000349,6,1764425530377814800,0.036864,0.036352,0.364544,129.821184,176.758016,197.446912,422.37568,445.037056
0000000448,7,1764425530385049900,0.01536,0.015104,0.212224,70.523136,346.715904,368.028928,610.856448,633.767168
0000000249,5,1764425530568121300,0.028416,0.02816,0.316672,36.687104,308.977664,329.539072,390.375424,412.514048
0000000049,3,1764425530568336600,0.021248,0.020992,0.253952,36.065792,1305.517824,1326.075392,1466.841856,1489.096704
0000000150,4,1764425530668322600,0.034048,0.03328,0.335104,140.649216,188.63744,209.202688,433.766656,456.100864
0000000350,6,1764425530677814500,0.025088,0.024576,0.317184,131.77984,178.674176,199.424768,422.459392,444.749568
0000000449,7,1764425530685177000,0.021248,0.020736,0.294656,61.69344,327.767808,348.33792,587.730176,610.576384
0000000250,5,1764425530868236000,0.028928,0.028416,0.356352,53.440768,326.344192,346.865152,592.825856,615.100416
0000000050,3,1764425530868670700,0.054272,0.053504,0.983552,1048.59904,1225.45024,1246.126592,1381.703936,1403.56352
0000000151,4,1764425530968454100,0.032512,0.031744,0.31488,140.895232,185.849088,206.74304,430.188032,452.478208
0000000351,6,1764425530977928400,0.06784,0.067328,1.046784,132.460544,176.834304,197.435648,420.875264,444.58752
0000000450,7,1764425530985287000,0.050944,0.048896,0.232448,44.457216,306.94656,327.398144,569.051392,590.85696
0000000251,5,1764425531168288000,0.034048,0.03328,0.771328,41.339392,318.75968,339.220224,584.705024,606.823936
0000000051,3,1764425531168745000,0.031488,0.030976,0.481024,763.63648,950.561792,971.11808,1119.988224,1141.841408
0000000152,4,1764425531268564200,0.025856,0.025344,0.23296,138.692352,179.575808,200.228608,422.855936,444.965888
0000000352,6,1764425531278042600,0.022528,0.022016,0.327424,130.533632,170.2016,191.238912,413.023232,435.4048
0000000451,7,1764425531285949400,0.022784,0.022272,0.212736,26.65344,297.67936,318.33728,558.892032,581.03296
