gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000143,4,1764492484701275100,0.039424,0.438016,0.039936,25.297152,157.475072,178.544384,422.16064,5444.244224
0000000243,5,1764492484701283600,0.033792,0.84096,0.034304,26.161408,172.861184,193.964032,429.645312,5453.45024
0000000043,3,1764492484789187000,0.044288,0.523008,0.05632,27.129088,97.782784,118.726656,369.096448,5392.659456
0000000244,5,1764492484901348000,0.037888,0.328448,0.038656,245.593088,406.279424,426.974464,540.133632,562.90944
0000000144,4,1764492484901356300,0.05632,0.365056,0.057344,234.820864,405.504256,426.362624,539.45088,562.02752
0000000044,3,1764492484989303600,0.081664,0.395264,0.095488,176.720896,308.381184,329.120512,380.21248,404.152576
0000000245,5,1764492485101563100,0.017664,0.480512,0.01792,64.485888,241.856,262.512384,379.792384,403.87968
0000000145,4,1764492485101569500,0.064256,0.447232,0.065024,58.315776,240.917504,261.725696,380.465664,403.648256
0000000045,3,1764492485189404400,0.036864,0.581376,0.037632,134.884864,467.741696,488.717056,555.9744,577.662208
0000000146,4,1764492485301675800,0.040448,0.467968,0.041216,84.125184,221.593856,242.275328,313.159168,335.526912
0000000246,5,1764492485301679600,0.041472,0.627712,0.050944,85.234176,222.088448,242.916352,309.006336,332.612864
0000000046,3,1764492485389547300,0.014848,0.189696,0.01536,283.888896,409.865728,430.683648,552.48128,575.845376
0000000247,5,1764492485501748700,0.039424,0.288768,0.039936,52.06272,414.420224,435.298048,554.529536,577.089536
0000000147,4,1764492485501791500,0.028672,0.417024,0.029696,50.003712,420.559616,441.238784,557.06624,579.001088
0000000047,3,1764492485589768700,0.029696,0.350464,0.030464,101.759488,254.562048,276.083968,409.405184,431.808
0000000248,5,1764492485701827800,0.034816,0.567552,0.036352,244.166912,418.639872,439.237376,550.559744,573.253632
0000000148,4,1764492485701974800,0.03072,0.421376,0.031232,244.52608,419.68896,440.531712,549.184256,572.115712
0000000048,3,1764492485789904600,0.0384,0.590336,0.038912,93.724416,303.906304,325.15712,397.0112,420.048128
0000000249,5,1764492485901941200,0.042496,0.385024,0.043008,96.572672,269.432064,290.06976,405.474304,428.34048
0000000149,4,1764492485902645000,0.015872,0.185344,0.016384,93.411072,267.298816,287.900672,405.195776,427.63392
0000000049,3,1764492485990021400,0.038656,0.29952,0.039168,32.440064,267.916544,288.740864,383.378688,405.553152
0000000250,5,1764492486102126300,0.025088,1.164288,0.0256,92.090368,286.802944,307.466752,596.440576,622.31808
0000000150,4,1764492486102758000,0.027392,0.244736,0.027904,89.289984,286.390016,307.25248,596.905728,619.706112
0000000050,3,1764492486190177000,0.15232,0.478976,0.174592,97.836544,423.468288,444.645632,540.213248,562.674688
0000000251,5,1764492486302470000,0.02432,0.711168,0.025088,43.41888,339.312384,361.096704,479.603968,501.62304
0000000151,4,1764492486304343000,0.017408,3.480832,0.017664,51.30368,339.947776,360.690944,478.356992,500.823808
0000000051,3,1764492486390397400,0.029696,0.297984,0.037632,243.870464,382.769152,403.374848,536.498944,559.481856
0000000252,5,1764492486502517800,0.026112,0.45184,0.026624,217.060608,368.793856,389.48096,500.517632,522.897664
0000000152,4,1764492486504364800,0.024064,0.210176,0.024576,217.212928,366.373888,389.106944,494.74304,518.680576
0000000052,3,1764492486590516200,0.044288,0.329472,0.045056,67.526144,232.274432,253.344,387.699712,411.600896
0000000253,5,1764492486702695700,0.02048,0.591616,0.020736,96.154368,235.15264,255.802624,364.390656,387.371264
0000000153,4,1764492486704717600,0.015616,0.250624,0.015872,95.575808,231.42272,252.183552,362.719744,384.736
0000000053,3,1764492486790662400,0.037632,0.44288,0.038144,61.086976,244.065024,264.649216,330.763264,352.763648
0000000254,5,1764492486902711800,0.021248,0.314624,0.02176,105.435136,418.88512,439.768832,528.084736,550.495488
0000000154,4,1764492486905126100,0.023808,0.317696,0.024576,105.798656,408.952576,430.21184,512.7296,535.280384
0000000054,3,1764492486991170600,0.021248,0.8256,0.021504,68.738048,384.602112,405.4144,501.662464,525.595648
0000000255,5,1764492487102832400,0.027392,0.56448,0.02816,235.923712,372.366848,393.126912,479.64032,502.345472
0000000155,4,1764492487105168100,0.061184,0.251392,0.061696,230.363648,369.55392,390.451968,480.173824,503.534336
0000000055,3,1764492487191285800,0.0448,0.466432,0.045824,211.749376,360.009984,380.823808,457.336576,478.94016
0000000256,5,1764492487303024400,0.028416,0.30592,0.028928,57.130752,226.25152,247.308288,353.785088,376.100608
0000000156,4,1764492487305393400,0.041984,0.820224,0.045568,53.7792,228.097536,249.713408,343.530752,365.16608
0000000056,3,1764492487391405600,0.02176,0.526848,0.022272,37.61664,202.441984,223.011072,313.613568,336.692224
0000000257,5,1764492487503383800,0.024064,0.310528,0.024576,97.019648,403.967744,425.09696,533.966336,557.436672
0000000157,4,1764492487505441000,0.03328,0.419584,0.034048,96.07552,392.242944,412.814592,517.244928,539.374848
0000000057,3,1764492487591523600,0.047104,0.357376,0.047872,73.229568,383.587584,405.266688,493.939968,517.146368
0000000258,5,1764492487703969300,0.045824,0.395776,0.046336,218.137088,368.076032,389.089792,476.566272,498.997504
0000000158,4,1764492487705522700,0.013824,0.315904,0.01408,213.73056,358.595072,379.493376,471.207424,493.528832
0000000058,3,1764492487791699200,0.04096,0.298496,0.041728,204.82816,336.451328,357.05728,439.550208,462.338304
0000000259,5,1764492487904322800,0.060928,0.535296,0.061952,51.150336,210.60736,231.178752,343.230208,365.434112
0000000159,4,1764492487905680000,0.02304,0.49152,0.023296,49.522176,208.33664,229.20704,339.816704,362.32064
0000000059,3,1764492487991826200,0.049152,0.4608,0.050176,28.39936,184.641792,205.618432,301.943552,324.560128
0000000260,5,1764492488104282000,0.025856,0.329216,0.026112,85.710336,385.774336,406.609664,669.791232,693.284096
0000000160,4,1764492488105741000,0.02432,0.370944,0.024576,84.109824,384.472576,405.39264,667.267584,690.338816
0000000060,3,1764492488192027400,0.02688,0.4928,0.027392,61.249792,347.774464,368.47232,639.417344,664.621056
0000000261,5,1764492488304354600,0.040448,0.261632,0.044288,206.406912,551.213824,572.709888,732.669184,755.188992
0000000161,4,1764492488305820400,0.02688,0.281344,0.027392,204.707328,551.232256,572.063232,685.77408,708.250624
0000000061,3,1764492488392224300,0.041728,0.5504,0.041984,164.197376,502.95808,523.830272,612.635904,634.692352
0000000262,5,1764492488504543200,0.041216,0.314624,0.041984,282.512128,418.10816,439.806464,607.288064,629.327104
0000000162,4,1764492488505910300,0.02048,0.216064,0.020992,281.047808,416.573696,437.490688,597.835008,620.310528
0000000062,3,1764492488592352300,0.019712,0.461312,0.019968,254.09408,445.270272,465.985024,578.511872,600.825088
0000000263,5,1764492488704625000,0.029952,0.273408,0.030464,104.902912,258.577664,281.18912,447.2448,469.230592
0000000163,4,1764492488706094800,0.02304,0.24832,0.023552,103.492352,313.170944,333.836288,444.95744,467.698944
0000000063,3,1764492488792457500,0.075008,0.52224,0.086272,123.199744,284.43904,305.52192,414.09536,435.960064
0000000264,5,1764492488905050400,0.043008,0.8512,0.043776,145.716224,313.625344,334.521088,613.20064,636.141568
0000000164,4,1764492488906254800,0.0384,0.427264,0.038656,137.213184,310.1056,330.730752,610.21056,632.412672
