gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000643,9,1764489739906020600,0.078848,0.078336,0.477184,28.400384,246.754304,267.596032,495.861248,5518.88768
0000000043,3,1764489739909604900,0.03584,0.035072,0.631552,20.758784,243.044096,263.831552,492.303872,5514.7328
0000000143,4,1764489739916315100,0.059392,0.058624,0.676096,21.669376,295.293696,316.73344,546.832896,5569.229056
0000000843,11,1764489739929020400,0.046592,0.04608,0.41344,59.876864,297.871104,318.55232,557.913344,5581.004544
0000000443,7,1764489739931086000,0.027648,0.027136,0.451328,57.592832,298.133248,319.136768,574.516992,5598.898944
0000000743,10,1764489739939885300,0.036352,0.035584,30.155776,88.046592,302.711296,323.49824,600.490752,5625.263104
0000000343,6,1764489739943392500,0.031488,0.030976,0.419584,89.175296,296.723968,318.181632,600.302592,5622.736128
0000000543,8,1764489739951851800,0.029696,0.028928,0.382208,76.130304,289.968896,310.7072,581.211392,5604.689664
0000000243,5,1764489739954491100,0.061184,0.060416,0.450048,74.040576,286.361088,307.085312,599.091456,5619.570688
0000000644,9,1764489740406154500,0.033792,0.033024,0.484096,218.749184,274.131456,294.688512,541.059328,562.693632
0000000044,3,1764489740410148900,0.043776,0.043008,1.228032,212.018176,268.598528,289.325568,537.795328,561.088768
0000000144,4,1764489740416398600,0.023552,0.023296,0.291328,97.9008,340.749312,361.361152,598.637568,620.479232
0000000844,11,1764489740429093600,0.042752,0.041728,0.219136,83.698688,169.161728,189.863424,419.028224,441.129984
0000000444,7,1764489740431185400,0.045056,0.03712,0.29184,97.181184,333.572352,354.38464,584.178688,615.234048
0000000744,10,1764489740440032800,0.142592,0.121088,0.384,104.880128,178.22336,198.93888,440.502528,462.36032
0000000344,6,1764489740443506000,0.013824,0.013568,0.475904,133.115648,403.995392,424.617984,672.918272,695.001344
0000000544,8,1764489740451956500,0.043776,0.043008,0.275456,104.9088,363.50336,384.145152,610.62144,635.687424
0000000244,5,1764489740454649600,0.02048,0.019968,0.500224,127.880192,393.90208,414.489344,658.977792,681.881088
0000000645,9,1764489740906389500,0.045824,0.044288,0.36352,56.489728,322.138112,342.737408,565.927936,588.355328
0000000045,3,1764489740910371600,0.022016,0.021504,0.228864,51.238912,289.82912,310.377984,536.704256,561.382656
0000000145,4,1764489740916511700,0.02304,0.022784,0.266752,106.841344,158.583296,179.102208,400.682752,422.047744
0000000845,11,1764489740929189400,0.013568,0.013056,0.22784,148.1792,211.295232,231.764736,460.870656,482.895616
0000000445,7,1764489740931289300,0.024064,0.023552,0.248064,95.706624,164.748288,185.410048,405.417984,427.103232
0000000745,10,1764489740940096000,0.049152,0.04736,0.376064,171.291136,218.29504,238.75456,467.965696,490.055424
