gnbid,type,timestamp,MM5G_NULL,MM5G_DEREGISTERED,SM5G_PDU_SESSION_INACTIVE,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000043,3,1764410460914867200,2.477056,5.7984,2.47808,51.337472,104.297984,125.460992,357.449984,382.433536
0000000243,5,1764410460915383300,1.98016,5.355264,1.980928,51.918592,98.67648,120.7104,358.638848,386.86976
0000000143,4,1764410460916011800,2.237184,5.947648,2.237696,52.980224,99.513856,121.4656,366.022912,388.58752
0000000244,5,1764410461117587200,0.292096,4.06784,0.29696,116.632064,159.686144,181.031936,408.627968,429.789184
0000000144,4,1764410461117610500,0.1536,2.290944,0.154624,110.933248,163.501568,184.660992,395.68256,419.10272
0000000044,3,1764410461120012500,0.022528,0.708352,0.02304,118.253056,159.452416,180.79616,394.657536,414.748416
0000000245,5,1764410461318070300,0.021248,0.686592,0.022016,185.198592,220.37632,241.188096,480.498432,504.536832
0000000145,4,1764410461318126600,0.01024,2.66496,0.010496,191.54944,417.979904,438.549504,475.487744,500.560128
0000000045,3,1764410461320026400,0.029184,0.492288,0.02944,180.312832,219.518464,241.368832,448.242432,480.134912
0000000146,4,1764410461518292700,0.02304,2.014464,0.023552,209.624832,270.857216,292.90496,525.508864,550.259712
0000000246,5,1764410461518690800,0.01664,0.249856,0.016896,19.050496,41.793024,64.104448,266.450176,287.642112
0000000046,3,1764410461522046000,0.015872,4.555776,0.016384,22.14144,281.666048,305.464064,530.979328,546.89152
0000000147,4,1764410461719035100,0.016896,0.165632,0.017408,18.22592,89.042176,109.910784,323.31008,344.791808
0000000247,5,1764410461721341400,0.022272,0.751616,0.022528,59.480576,99.978752,121.499136,330.598144,351.329536
0000000047,3,1764410461722418200,0.0128,0.463872,0.013056,34.841344,93.759232,114.780416,334.276096,353.325056
0000000148,4,1764410461920066000,0.431872,0.68224,0.43264,98.612224,338.880256,361.504256,557.820928,581.35168
0000000248,5,1764410461920870700,0.011776,5.002752,0.012032,128.406016,358.60224,379.606784,612.481536,634.386176
0000000048,3,1764410461925069300,5.970432,7.456768,5.9712,127.612928,364.56192,385.563648,616.227584,636.083968
0000000249,5,1764410462122701300,0.031232,0.957696,0.031744,151.039232,173.914112,197.024512,410.096896,432.513792
0000000049,3,1764410462123941000,0.016384,0.91904,0.016896,148.40832,417.46304,439.07584,659.848192,673.999872
0000000149,4,1764410462124643000,0.446208,1.150464,0.446976,126.612224,355.924224,377.850112,580.874752,601.454336
0000000250,5,1764410462323256800,0.452096,2.88128,0.452608,194.227968,477.824,502.198272,533.943296,567.130368
0000000050,3,1764410462324120000,0.017408,3.394048,0.01792,195.215616,472.884736,496.860416,525.299712,545.762816
0000000150,4,1764410462325894100,0.4352,1.47328,0.435712,145.668096,383.459584,404.056064,458.402304,483.01824
