gnbid,type,timestamp,MM5G_NULL,SM5G_PDU_SESSION_INACTIVE,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000043,3,1764493167554376200,0.044032,0.0448,0.714752,26.460928,179.44576,200.390144,462.943488,5486.134272
0000000044,3,1764493167654629400,0.03328,0.033792,0.341504,25.769728,317.544192,338.71872,444.9792,466.939136
0000000045,3,1764493167754686200,0.022272,0.022784,0.317184,271.79136,406.242048,426.824704,586.404352,608.457984
0000000046,3,1764493167854794200,0.039936,0.040448,0.236032,190.742784,355.483136,375.926784,541.709312,562.650112
0000000047,3,1764493167955012900,0.019712,0.019968,0.752128,108.958208,315.298816,335.721472,482.211328,505.215232
0000000048,3,1764493168055103700,0.02688,0.027136,0.282112,69.212672,305.494016,325.977856,444.037888,465.8752
0000000049,3,1764493168155172400,0.0192,0.019712,0.258304,152.533504,373.095424,393.57952,494.413824,516.054272
0000000050,3,1764493168255206000,0.022784,0.02304,0.200704,148.644352,326.013696,347.470848,500.92288,523.788288
0000000051,3,1764493168355307300,0.022784,0.02304,0.260096,103.41888,313.106944,334.004736,457.737984,480.855808
0000000052,3,1764493168455348000,0.019712,0.019968,0.206848,90.412288,254.831616,275.356928,408.921088,431.211008
0000000053,3,1764493168555442400,0.021504,0.02176,0.64512,126.988032,352.282112,372.966144,483.521792,505.577728
0000000054,3,1764493168655503000,0.023296,0.023808,1.154304,112.69376,347.032832,367.701248,479.313664,501.26208
0000000055,3,1764493168755691500,0.023296,0.023808,0.20608,119.683072,344.009472,364.573952,454.99264,476.891136
0000000056,3,1764493168855775200,0.021248,0.02176,0.297984,90.08256,298.101504,318.653696,427.333888,449.147904
0000000057,3,1764493168955862500,0.014336,0.014592,0.19328,94.770176,295.336448,315.885568,393.890048,415.663872
0000000058,3,1764493169055980500,0.041216,0.041472,0.284928,120.466176,312.605696,333.262336,403.920896,441.39776
0000000059,3,1764493169156199400,0.023296,0.023808,0.379392,67.731712,242.998784,263.627776,374.148352,396.459264
0000000060,3,1764493169256334000,0.02304,0.023296,0.337152,53.002496,235.011328,255.64416,327.839488,349.4016
0000000061,3,1764493169356463000,0.05888,0.059392,0.250368,66.832384,247.581184,268.141568,339.18208,362.643712
0000000062,3,1764493169456603400,0.022016,0.022528,1.0944,88.549632,202.81344,223.40608,287.488256,309.091328
0000000063,3,1764493169556685000,0.03712,0.037632,0.324352,70.12736,207.233536,227.679744,297.606912,319.32416
0000000064,3,1764493169656804600,0.027136,0.027392,0.317184,52.04992,162.054656,182.657792,234.799104,256.494848
0000000065,3,1764493169757427700,0.027648,0.02816,0.282624,35.954432,150.724608,171.460864,414.77504,437.02784
0000000066,3,1764493169857504500,0.021504,0.022016,0.210432,71.048704,361.855488,382.58816,434.461696,456.342016
0000000067,3,1764493169957634000,0.049152,0.050432,0.316928,221.26848,352.721664,373.315584,453.000704,474.797824
0000000068,3,1764493170057998300,0.02688,0.027136,0.310528,136.304896,276.231424,297.705216,388.191232,410.362624
0000000069,3,1764493170158119400,0.027392,0.027904,0.323328,77.194496,213.204224,233.752832,325.228544,347.613184
0000000070,3,1764493170258424000,0.013312,0.013568,0.146944,88.691968,260.265216,280.75648,348.726016,370.769408
0000000071,3,1764493170358998000,0.022528,0.022784,0.246272,91.99744,216.783104,237.344256,293.284352,315.0208
0000000072,3,1764493170459824600,0.015104,0.01536,0.32512,86.074624,210.56768,231.109376,294.528512,316.324352
0000000073,3,1764493170559927000,0.022016,0.022272,0.242688,58.727424,164.163072,185.146112,225.678336,247.519488
0000000074,3,1764493170660567600,0.023296,0.023552,0.242432,38.004224,144.526848,165.03808,410.281472,432.043008
0000000075,3,1764493170761474800,0.022016,0.022528,0.273152,63.209728,356.434176,377.191168,433.979392,455.694592
0000000076,3,1764493170861598200,0.032768,0.03328,0.226048,216.296704,352.29184,372.817664,451.498752,473.301248
0000000077,3,1764493170961785600,0.02816,0.028416,0.303104,129.536,277.05984,297.568,378.564096,401.558528
0000000078,3,1764493171061854700,0.030976,0.031488,0.228352,69.437184,200.475392,220.934144,324.746752,346.603008
0000000079,3,1764493171162837500,0.02432,0.024832,0.320512,112.375808,255.0976,275.625984,336.218112,359.15904
0000000080,3,1764493171263159000,0.01408,0.014336,0.262144,85.53984,196.432384,217.592832,311.82464,358.102272
0000000081,3,1764493171363393300,0.011776,0.012288,0.240128,67.600384,179.368448,199.890688,248.691968,279.61472
0000000082,3,1764493171463400000,0.023296,0.023808,0.206848,41.760768,187.485184,208.903424,474.528256,496.489728
0000000083,3,1764493171563457800,0.022528,0.02304,0.208128,58.838016,326.495488,347.125248,435.371264,457.306112
0000000084,3,1764493171663518500,0.022016,0.022272,0.22528,242.468352,365.165312,385.828864,473.475584,495.422464
