gnbid,type,timestamp,SM5G_PDU_SESSION_INACTIVE,MM5G_NULL,MM5G_DEREGISTERED,MM5G_REGISTERED_INITIATED,MM5G_REGISTERED,SM5G_PDU_SESSION_ACTIVE_PENDING,SM5G_PDU_SESSION_ACTIVE,DataPlaneReady
0000000643,9,1764428551060145700,0.04992,0.049152,0.59008,7.708416,24.094208,45.020416,241.603328,263.43936
0000000343,6,1764428551099222800,0.09344,0.091392,0.406016,4.473344,17.391616,38.301696,232.576,254.83904
0000000143,4,1764428551217710000,0.03456,0.034048,0.466688,4.8064,17.91488,38.84288,227.126016,249.086464
0000000644,9,1764428551360448300,0.03584,0.035072,0.863232,146.75456,158.911232,179.581696,367.817472,389.011456
0000000344,6,1764428551399370800,0.020992,0.02048,0.358656,139.901952,151.411968,172.105728,360.846848,382.234624
0000000443,7,1764428551399374300,0.31104,0.059648,1.070848,5.541888,20.648704,41.618176,236.403968,259.164416
0000000043,3,1764428551403767000,0.029952,0.029184,0.965632,6.392576,19.166976,39.972096,236.12928,257.805312
0000000144,4,1764428551517877200,0.020736,0.02048,0.286976,133.319168,145.441536,166.332672,354.70208,375.864064
0000000243,5,1764428551603838000,0.055808,0.05504,0.5504,5.382912,23.223808,44.05632,235.84384,258.478592
0000000543,8,1764428551605119500,0.02816,0.027136,0.657152,4.861952,22.435328,43.301376,234.787584,258.12864
0000000743,10,1764428551610769200,0.050432,0.049664,0.484096,5.41696,26.927104,47.656192,238.833408,260.369664
0000000843,11,1764428551615815400,0.03584,0.035328,0.46592,6.822144,25.152,45.928448,241.032448,262.620416
0000000645,9,1764428551660553700,0.052992,0.040704,0.369408,64.168448,280.444416,301.471744,491.747072,512.822784
0000000444,7,1764428551699516400,0.022272,0.02176,0.432896,144.339968,159.941888,180.46976,376.22528,396.617984
0000000345,6,1764428551699546000,0.040448,0.038912,0.395776,57.03296,275.80032,296.412416,485.247488,505.554432
0000000044,3,1764428551703854600,0.014848,0.014592,0.270336,144.903936,157.758976,178.28224,373.672704,394.991616
0000000145,4,1764428551818102800,0.040192,0.039424,0.422656,50.338816,272.8896,293.456384,484.260608,505.291008
0000000244,5,1764428551903925200,0.023296,0.022784,0.342784,144.955648,165.014528,185.912832,380.652544,401.942016
0000000544,8,1764428551905230800,0.020736,0.020224,0.296448,143.428096,165.959424,186.54592,377.852416,399.571456
0000000744,10,1764428551910923000,0.020736,0.02048,0.87168,144.448512,167.219968,187.934464,379.534592,399.983104
0000000844,11,1764428551915942400,0.020736,0.02048,1.001984,149.966592,169.4016,190.122496,385.540352,404.879104
0000000646,9,1764428551960704500,0.033536,0.03328,0.352256,186.669056,199.129344,219.652608,407.697408,428.82688
0000000445,7,1764428551999597600,0.04096,0.040192,0.315392,68.1728,287.319552,307.862784,500.301824,522.793472
0000000346,6,1764428551999649300,0.033792,0.03328,0.27264,180.86656,397.019904,417.611776,614.731776,636.859136
0000000045,3,1764428552004053200,0.029696,0.029184,0.235264,66.702336,86.554368,107.303424,304.668416,326.627328
0000000146,4,1764428552118234600,0.015616,0.015104,0.30464,180.048896,198.4448,218.928384,410.63936,431.634688
0000000245,5,1764428552204056600,0.050432,0.048384,0.377856,74.966016,91.081984,112.06656,300.90496,322.023424
0000000545,8,1764428552205282600,0.125696,0.027136,0.296704,73.391104,293.694208,314.26944,504.057856,524.748544
0000000745,10,1764428552211016000,0.094464,0.093696,0.366848,75.8976,100.088832,121.261824,308.89856,329.846528
